"","gene_name.x","gene_id.x","lsv_id.x","num_junctions.x","num_exons.x","de_novo_junctions.x","seqid.x","strand.x","lsv_junc.x","junc_start.x","junc_end.x","ir_start.x","ir_end.x","paste_into_igv_junction","exon_type.x","color_gene_name.x","Control_Control","Cycloheximide_Control","Control_TDP43KD","Cycloheximide_TDP43KD","gene_name.y","gene_id.y","lsv_id.y","num_junctions.y","num_exons.y","de_novo_junctions.y","seqid.y","strand.y","lsv_junc.y","junc_start.y","junc_end.y","ir_start.y","ir_end.y","exon_type.y","color_gene_name.y","ctrl_ctrl","ctrl_UPF1","TDP43_ctrl","TDP43_UPF1"
"64","EVI5","ENSG00000067208.15","ENSG00000067208.15:s:92624176-92624334",2,"3",1,"chr1","-","ENSG00000067208.15:s:92624176-92624334_92605402-92624176",92605402,92624176,NA,NA,"chr1:92605402-92624176","source","Delta PSI > 0.05",0.025,0.048,0.0125,0.1485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","EVI5","ENSG00000067208.15","ENSG00000067208.15:t:92508696-92513970",3,"4",1,"chr1","-","ENSG00000067208.15:t:92508696-92513970_92513970-92518696",92513970,92518696,NA,NA,"chr1:92513970-92518696","target","Delta PSI > 0.05",0.0139,0.0348,0.1073,0.3483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","EVI5","ENSG00000067208.15","ENSG00000067208.15:t:92605307-92605402",2,"3",1,"chr1","-","ENSG00000067208.15:t:92605307-92605402_92605402-92624176",92605402,92624176,NA,NA,"chr1:92605402-92624176","target","Delta PSI > 0.05",0.0238,0.0437,0.0153,0.1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","PLEKHH3","ENSG00000068137.15","ENSG00000068137.15:t:42669430-42669698",3,"3",1,"chr17","-","ENSG00000068137.15:t:42669430-42669698_42669621-42670573",42669621,42670573,NA,NA,"chr17:42669621-42670573","target","Delta PSI > 0.05",0.0039,0.0398,0.0089,0.1159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","INPP5A","ENSG00000068383.19","ENSG00000068383.19:s:132749771-132749845",4,"5",1,"chr10","+","ENSG00000068383.19:s:132749771-132749845_132749845-132777671",132749845,132777671,NA,NA,"chr10:132749845-132777671","source","Delta PSI > 0.05",0.0026,0.0031,9e-04,0.1477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","INPP5A","ENSG00000068383.19","ENSG00000068383.19:t:132777671-132777877",2,"3",1,"chr10","+","ENSG00000068383.19:t:132777671-132777877_132749845-132777671",132749845,132777671,NA,NA,"chr10:132749845-132777671","target","Delta PSI > 0.05",0.0057,0.0041,0.0018,0.1349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","TTC7A","ENSG00000068724.17","ENSG00000068724.17:s:46995136-46995199",2,"3",1,"chr2","+","ENSG00000068724.17:s:46995136-46995199_46995199-46998669",46995199,46998669,NA,NA,"chr2:46995199-46998669","source","Delta PSI < 0.05",0.0095,0.0407,0.0735,0.1127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","TTC7A","ENSG00000068724.17","ENSG00000068724.17:t:47005922-47006059",3,"4",1,"chr2","+","ENSG00000068724.17:t:47005922-47006059_46998879-47005922",46998879,47005922,NA,NA,"chr2:46998879-47005922","target","Delta PSI > 0.05",0.0057,0.0017,0.0101,0.1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","ATP11A","ENSG00000068650.19","ENSG00000068650.19:s:112875776-112876094",5,"4",1,"chr13","+","ENSG00000068650.19:s:112875776-112876094_112875941-112881876",112875941,112881876,NA,NA,"chr13:112875941-112881876","source","Delta PSI > 0.05",0.0062,0.0272,0.0949,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","TMEM260","ENSG00000070269.14","ENSG00000070269.14:t:56618594-56618763",3,"4",1,"chr14","+","ENSG00000070269.14:t:56618594-56618763_56617882-56618594",56617882,56618594,NA,NA,"chr14:56617882-56618594","target","Delta PSI > 0.05",0.0256,0.0114,0.0071,0.1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","SMG6","ENSG00000070366.14","ENSG00000070366.14:s:2298906-2300664",2,"3",1,"chr17","-","ENSG00000070366.14:s:2298906-2300664_2292977-2298906",2292977,2298906,NA,NA,"chr17:2292977-2298906","source","Delta PSI > 0.05",0.0104,0.0382,0.0166,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","SMG6","ENSG00000070366.14","ENSG00000070366.14:t:2292871-2292977",3,"4",1,"chr17","-","ENSG00000070366.14:t:2292871-2292977_2292977-2298906",2292977,2298906,NA,NA,"chr17:2292977-2298906","target","Delta PSI > 0.05",0.0038,0.0184,0.0058,0.1132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","VASH1","ENSG00000071246.11","ENSG00000071246.11:t:76775892-76776273",3,"3",1,"chr14","+","ENSG00000071246.11:t:76775892-76776273_76774716-76775891",76774716,76775891,76774716,76775891,"chr14:76774716-76775891","target","Delta PSI > 0.05",0.0381,0.0234,0.0024,0.1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","MARK2","ENSG00000072518.22","ENSG00000072518.22:t:63908877-63911020",3,"4",0,"chr11","+","ENSG00000072518.22:t:63908877-63911020_63906114-63908877",63906114,63908877,NA,NA,"chr11:63906114-63908877","target","Delta PSI > 0.05",0.038,0.0464,0.0366,0.1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","CRMP1","ENSG00000072832.15","ENSG00000072832.15:s:5843093-5843161",6,"3",1,"chr4","-","ENSG00000072832.15:s:5843093-5843161_5842976-5843092",5842976,5843092,5842976,5843092,"chr4:5842976-5843092","source","Delta PSI > 0.05",0.0054,0.0103,0.0661,0.1441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","CRMP1","ENSG00000072832.15","ENSG00000072832.15:t:5841308-5841525",7,"3",1,"chr4","-","ENSG00000072832.15:t:5841308-5841525_5841428-5842694",5841428,5842694,5841526,5842693,"chr4:5841428-5842694","target","Delta PSI > 0.05",2e-04,1e-04,0.0254,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","CRMP1","ENSG00000072832.15","ENSG00000072832.15:t:5841308-5841525",7,"3",1,"chr4","-","ENSG00000072832.15:t:5841308-5841525_5841526-5842693",5841526,5842693,5841526,5842693,"chr4:5841526-5842693","target","Delta PSI > 0.05",0.0054,0.0103,0.0638,0.1184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","PPP2R3A","ENSG00000073711.11","ENSG00000073711.11:t:136082265-136082421",2,"3",0,"chr3","+","ENSG00000073711.11:t:136082265-136082421_136079283-136082265",136079283,136082265,NA,NA,"chr3:136079283-136082265","target","Delta PSI > 0.05",0.0417,0.0383,0.0268,0.1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","FRY","ENSG00000073910.23","ENSG00000073910.23:s:32265450-32265616",2,"2",0,"chr13","+","ENSG00000073910.23:s:32265450-32265616_32265616-32267243",32265616,32267243,NA,NA,"chr13:32265616-32267243","source","Delta PSI > 0.05",0.0257,0.0092,0.0087,0.1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","CDHR2","ENSG00000074276.10","ENSG00000074276.10:s:176591990-176592187",6,"4",1,"chr5","+","ENSG00000074276.10:s:176591990-176592187_176592187-176592333",176592187,176592333,176592188,176592187,"chr5:176592187-176592333","source","Delta PSI > 0.05",0.0029,0.002,5e-04,0.1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","CDHR2","ENSG00000074276.10","ENSG00000074276.10:t:176592268-176592332",4,"4",1,"chr5","+","ENSG00000074276.10:t:176592268-176592332_176592187-176592268",176592187,176592268,176592268,176592267,"chr5:176592187-176592268","target","Delta PSI > 0.05",0.0044,0.003,6e-04,0.1191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","CDHR2","ENSG00000074276.10","ENSG00000074276.10:t:176592333-176592418",6,"5",1,"chr5","+","ENSG00000074276.10:t:176592333-176592418_176592187-176592333",176592187,176592333,176592333,176592332,"chr5:176592187-176592333","target","Delta PSI > 0.05",0.0023,0.0019,3e-04,0.1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","CDHR2","ENSG00000074276.10","ENSG00000074276.10:t:176592479-176592780",9,"8",1,"chr5","+","ENSG00000074276.10:t:176592479-176592780_176592478-176592544",176592478,176592544,176592479,176592478,"chr5:176592478-176592544","target","Delta PSI > 0.05",0.0012,0.0012,2e-04,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","KCNQ2","ENSG00000075043.20","ENSG00000075043.20:s:63444659-63444834",3,"4",1,"chr20","-","ENSG00000075043.20:s:63444659-63444834_63439708-63444659",63439708,63444659,NA,NA,"chr20:63439708-63444659","source","Delta PSI < 0.05",0.0015,0.0027,0.2355,0.2146,"KCNQ2","ENSG00000075043.20","ENSG00000075043.20:s:63444659-63444834",3,"4",1,"chr20","-","ENSG00000075043.20:s:63444659-63444834_63439708-63444659",63439708,63444659,NA,NA,"source","Delta PSI < 0.05",0.001,0.0022,0.2956,0.2989
"88","KCNQ2","ENSG00000075043.20","ENSG00000075043.20:s:63444659-63444834",3,"4",1,"chr20","-","ENSG00000075043.20:s:63444659-63444834_63439708-63444659",63439708,63444659,NA,NA,"chr20:63439708-63444659","source","Delta PSI < 0.05",0.0015,0.0027,0.2355,0.2146,"KCNQ2","ENSG00000075043.20","ENSG00000075043.20:t:63439598-63439790",4,"4",1,"chr20","-","ENSG00000075043.20:t:63439598-63439790_63439708-63444659",63439708,63444659,NA,NA,"target","Delta PSI < 0.05",6e-04,0.0012,0.178,0.2046
"89","KCNQ2","ENSG00000075043.20","ENSG00000075043.20:t:63439598-63439790",5,"4",1,"chr20","-","ENSG00000075043.20:t:63439598-63439790_63439708-63444659",63439708,63444659,63439791,63442405,"chr20:63439708-63444659","target","Delta PSI < 0.05",5e-04,0.0014,0.1709,0.1637,"KCNQ2","ENSG00000075043.20","ENSG00000075043.20:s:63444659-63444834",3,"4",1,"chr20","-","ENSG00000075043.20:s:63444659-63444834_63439708-63444659",63439708,63444659,NA,NA,"source","Delta PSI < 0.05",0.001,0.0022,0.2956,0.2989
"90","KCNQ2","ENSG00000075043.20","ENSG00000075043.20:t:63439598-63439790",5,"4",1,"chr20","-","ENSG00000075043.20:t:63439598-63439790_63439708-63444659",63439708,63444659,63439791,63442405,"chr20:63439708-63444659","target","Delta PSI < 0.05",5e-04,0.0014,0.1709,0.1637,"KCNQ2","ENSG00000075043.20","ENSG00000075043.20:t:63439598-63439790",4,"4",1,"chr20","-","ENSG00000075043.20:t:63439598-63439790_63439708-63444659",63439708,63444659,NA,NA,"target","Delta PSI < 0.05",6e-04,0.0012,0.178,0.2046
"91","EIF4G3","ENSG00000075151.23","ENSG00000075151.23:s:20941491-20942330",2,"3",0,"chr1","-","ENSG00000075151.23:s:20941491-20942330_20941395-20941491",20941395,20941491,NA,NA,"chr1:20941395-20941491","source","Delta PSI > 0.05",0.0061,0.0456,0.0309,0.1144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","EIF4G3","ENSG00000075151.23","ENSG00000075151.23:s:21002713-21002808",8,"7",0,"chr1","-","ENSG00000075151.23:s:21002713-21002808_20997633-21002713",20997633,21002713,NA,NA,"chr1:20997633-21002713","source","Delta PSI < 0.05",0.0346,0.0304,0.1239,0.1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","EIF4G3","ENSG00000075151.23","ENSG00000075151.23:t:20981048-20981227",5,"6",0,"chr1","-","ENSG00000075151.23:t:20981048-20981227_20981227-20997601",20981227,20997601,NA,NA,"chr1:20981227-20997601","target","Delta PSI > 0.05",0.0358,0.0415,0.1357,0.2163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","RBMS2","ENSG00000076067.13","ENSG00000076067.13:t:56589140-56596193",5,"3",1,"chr12","+","ENSG00000076067.13:t:56589140-56596193_56589014-56589140",56589014,56589140,NA,NA,"chr12:56589014-56589140","target","Delta PSI > 0.05",0.0182,0.0249,0.0336,0.1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","ACTL6B","ENSG00000077080.10","ENSG00000077080.10:s:100655019-100655119",4,"3",1,"chr7","-","ENSG00000077080.10:s:100655019-100655119_100650663-100655019",100650663,100655019,100650664,100655018,"chr7:100650663-100655019","source","Delta PSI > 0.05",0.0011,3e-04,0.0086,0.1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ACTL6B","ENSG00000077080.10","ENSG00000077080.10:t:100649961-100650135",4,"4",1,"chr7","-","ENSG00000077080.10:t:100649961-100650135_100650135-100650575",100650135,100650575,100650136,100650574,"chr7:100650135-100650575","target","Delta PSI < 0.05",0.001,3e-04,0.9509,0.9275,"ACTL6B","ENSG00000077080.10","ENSG00000077080.10:t:100649961-100650135",2,"3",1,"chr7","-","ENSG00000077080.10:t:100649961-100650135_100650135-100650575",100650135,100650575,NA,NA,"target","Delta PSI < 0.05",0.0033,4e-04,0.7292,0.6845
"97","FGFR1","ENSG00000077782.22","ENSG00000077782.22:s:38457356-38457534",6,"7",0,"chr8","-","ENSG00000077782.22:s:38457356-38457534_38428435-38457356",38428435,38457356,NA,NA,"chr8:38428435-38457356","source","Delta PSI > 0.05",0.0028,0.0439,0.2123,0.3107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","FGFR1","ENSG00000077782.22","ENSG00000077782.22:t:38428346-38428435",4,"5",0,"chr8","-","ENSG00000077782.22:t:38428346-38428435_38428435-38457356",38428435,38457356,NA,NA,"chr8:38428435-38457356","target","Delta PSI < 0.05",0.0045,0.0341,0.1754,0.2068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","MAP2","ENSG00000078018.21","ENSG00000078018.21:s:209696917-209697051",3,"3",1,"chr2","+","ENSG00000078018.21:s:209696917-209697051_209697051-209697226",209697051,209697226,NA,NA,"chr2:209697051-209697226","source","Delta PSI > 0.05",0.0025,0.0069,5e-04,0.1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","RAP1GAP","ENSG00000076864.20","ENSG00000076864.20:s:21599494-21599575",3,"3",1,"chr1","-","ENSG00000076864.20:s:21599494-21599575_21598820-21599494",21598820,21599494,NA,NA,"chr1:21598820-21599494","source","Delta PSI < 0.05",0.0077,0.0047,0.6158,0.6151,"RAP1GAP","ENSG00000076864.20","ENSG00000076864.20:s:21599494-21599575",3,"3",1,"chr1","-","ENSG00000076864.20:s:21599494-21599575_21598820-21599494",21598820,21599494,NA,NA,"source","Delta PSI < 0.05",5e-04,5e-04,0.221,0.2042
"101","DGKD","ENSG00000077044.11","ENSG00000077044.11:s:233462643-233462735",3,"2",1,"chr2","+","ENSG00000077044.11:s:233462643-233462735_233462735-233463848",233462735,233463848,233462736,233463813,"chr2:233462735-233463848","source","Delta PSI > 0.05",0.0132,0.0416,0.0245,0.1394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","ADCYAP1R1","ENSG00000078549.15","ENSG00000078549.15:s:31085310-31085442",2,"2",1,"chr7","+","ENSG00000078549.15:s:31085310-31085442_31085442-31086273",31085442,31086273,NA,NA,"chr7:31085442-31086273","source","Delta PSI > 0.05",0.0081,0.0146,0.0014,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","CBFA2T2","ENSG00000078699.22","ENSG00000078699.22:s:33490075-33490301",5,"6",1,"chr20","+","ENSG00000078699.22:s:33490075-33490301_33490301-33524600",33490301,33524600,NA,NA,"chr20:33490301-33524600","source","Delta PSI > 0.05",0.0075,0.049,0.092,0.1428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","SLC35C2","ENSG00000080189.15","ENSG00000080189.15:s:46363900-46364361",5,"3",1,"chr20","-","ENSG00000080189.15:s:46363900-46364361_46358958-46364015",46358958,46364015,46363223,46363899,"chr20:46358958-46364015","source","Delta PSI > 0.05",0.0078,0.0366,0.1663,0.2592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","EPHA6","ENSG00000080224.17","ENSG00000080224.17:s:96866825-96866889",3,"4",1,"chr3","+","ENSG00000080224.17:s:96866825-96866889_96866889-96948656",96866889,96948656,NA,NA,"chr3:96866889-96948656","source","Delta PSI > 0.05",0.0394,0.0355,0.0546,0.2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","RFX3","ENSG00000080298.16","ENSG00000080298.16:t:3277340-3277461",3,"4",1,"chr9","-","ENSG00000080298.16:t:3277340-3277461_3277461-3293077",3277461,3293077,NA,NA,"chr9:3277461-3293077","target","Delta PSI > 0.05",0.0128,0.0401,0.0127,0.1188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","DLGAP4","ENSG00000080845.19","ENSG00000080845.19:s:36496705-36497066",7,"5",0,"chr20","+","ENSG00000080845.19:s:36496705-36497066_36497066-36499242",36497066,36499242,36497067,36497446,"chr20:36497066-36499242","source","Delta PSI < 0.05",0.0041,0.0105,0.0616,0.1063,"DLGAP4","ENSG00000080845.19","ENSG00000080845.19:s:36496705-36497066",5,"5",0,"chr20","+","ENSG00000080845.19:s:36496705-36497066_36497066-36499242",36497066,36499242,NA,NA,"source","Delta PSI < 0.05",0.032,0.0326,0.1137,0.1344
"108","DELE1","ENSG00000081791.9","ENSG00000081791.9:s:141934494-141934996",6,"5",1,"chr5","+","ENSG00000081791.9:s:141934494-141934996_141934586-141936854",141934586,141936854,141934997,141936775,"chr5:141934586-141936854","source","Delta PSI < 0.05",0.011,0.0339,0.0747,0.1187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","DELE1","ENSG00000081791.9","ENSG00000081791.9:t:141937074-141937357",4,"4",1,"chr5","+","ENSG00000081791.9:t:141937074-141937357_141936878-141937198",141936878,141937198,141937015,141937073,"chr5:141936878-141937198","target","Delta PSI > 0.05",0.0029,0.0296,0.0571,0.1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","SMARCD3","ENSG00000082014.17","ENSG00000082014.17:t:151243659-151243701",2,"3",0,"chr7","-","ENSG00000082014.17:t:151243659-151243701_151243701-151275114",151243701,151275114,NA,NA,"chr7:151243701-151275114","target","Delta PSI > 0.05",0.0134,0.0357,0.0568,0.1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","COBLL1","ENSG00000082438.18","ENSG00000082438.18:s:164692221-164692397",3,"4",1,"chr2","-","ENSG00000082438.18:s:164692221-164692397_164678883-164692221",164678883,164692221,NA,NA,"chr2:164678883-164692221","source","Delta PSI > 0.05",0.0208,0.0438,0.0642,0.2551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","COBLL1","ENSG00000082438.18","ENSG00000082438.18:s:164704444-164704518",4,"5",1,"chr2","-","ENSG00000082438.18:s:164704444-164704518_164699499-164704444",164699499,164704444,NA,NA,"chr2:164699499-164704444","source","Delta PSI > 0.05",0.0111,0.0152,0.0218,0.1563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","COBLL1","ENSG00000082438.18","ENSG00000082438.18:t:164699405-164699499",2,"3",1,"chr2","-","ENSG00000082438.18:t:164699405-164699499_164699499-164704444",164699499,164704444,NA,NA,"chr2:164699499-164704444","target","Delta PSI > 0.05",0.017,0.0115,0.0175,0.1224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","TRAF5","ENSG00000082512.15","ENSG00000082512.15:s:211365376-211365509",4,"3",1,"chr1","+","ENSG00000082512.15:s:211365376-211365509_211365468-211366391",211365468,211366391,211365510,211366390,"chr1:211365468-211366391","source","Delta PSI > 0.05",0.003,0.044,0.0105,0.1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","NCOA1","ENSG00000084676.16","ENSG00000084676.16:t:24564295-24564430",5,"6",0,"chr2","+","ENSG00000084676.16:t:24564295-24564430_24556055-24564295",24556055,24564295,NA,NA,"chr2:24556055-24564295","target","Delta PSI > 0.05",0.0095,0.0223,0.0569,0.1418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","DDHD2","ENSG00000085788.14","ENSG00000085788.14:s:38260040-38260254",6,"5",1,"chr8","+","ENSG00000085788.14:s:38260040-38260254_38260147-38270820",38260147,38270820,NA,NA,"chr8:38260147-38270820","source","Delta PSI > 0.05",0.0028,0.014,5e-04,0.1299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","UIMC1","ENSG00000087206.17","ENSG00000087206.17:s:176982469-176982623",2,"3",1,"chr5","-","ENSG00000087206.17:s:176982469-176982623_176980390-176982469",176980390,176982469,NA,NA,"chr5:176980390-176982469","source","Delta PSI > 0.05",0.0036,0.0468,0.0425,0.1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","ASAP3","ENSG00000088280.19","ENSG00000088280.19:s:23442186-23442271",4,"3",1,"chr1","-","ENSG00000088280.19:s:23442186-23442271_23441845-23442186",23441845,23442186,NA,NA,"chr1:23441845-23442186","source","Delta PSI > 0.05",0.0106,0.0101,0.0028,0.1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","DOCK9","ENSG00000088387.20","ENSG00000088387.20:t:98826830-98826887",2,"3",1,"chr13","-","ENSG00000088387.20:t:98826830-98826887_98826887-98829643",98826887,98829643,NA,NA,"chr13:98826887-98829643","target","Delta PSI > 0.05",0.0385,0.0326,0.0045,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","C20orf194","ENSG00000088854.13","ENSG00000088854.13:s:3348525-3348623",2,"3",1,"chr20","-","ENSG00000088854.13:s:3348525-3348623_3344699-3348525",3344699,3348525,NA,NA,"chr20:3344699-3348525","source","Delta PSI > 0.05",0.0139,0.0012,0.0547,0.382,"C20orf194","ENSG00000088854.13","ENSG00000088854.13:s:3348525-3348623",2,"3",1,"chr20","-","ENSG00000088854.13:s:3348525-3348623_3344699-3348525",3344699,3348525,NA,NA,"source","Delta PSI < 0.05",6e-04,6e-04,0.2693,0.3112
"121","C20orf194","ENSG00000088854.13","ENSG00000088854.13:t:3343676-3343731",2,"3",1,"chr20","-","ENSG00000088854.13:t:3343676-3343731_3343731-3344641",3343731,3344641,NA,NA,"chr20:3343731-3344641","target","Delta PSI > 0.05",0.0139,0.0012,0.0446,0.3032,"C20orf194","ENSG00000088854.13","ENSG00000088854.13:t:3343676-3343731",2,"3",1,"chr20","-","ENSG00000088854.13:t:3343676-3343731_3343731-3344641",3343731,3344641,NA,NA,"target","Delta PSI > 0.05",6e-04,6e-04,0.197,0.2905
"122","KDM2B","ENSG00000089094.19","ENSG00000089094.19:s:121444449-121444536",2,"2",1,"chr12","-","ENSG00000089094.19:s:121444449-121444536_121444280-121444449",121444280,121444449,NA,NA,"chr12:121444280-121444449","source","Delta PSI > 0.05",0.0081,0.0158,0.0653,0.1365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","CHGB","ENSG00000089199.10","ENSG00000089199.10:s:5912301-5912706",4,"3",1,"chr20","+","ENSG00000089199.10:s:5912301-5912706_5912706-5914618",5912706,5914618,5912707,5914617,"chr20:5912706-5914618","source","Delta PSI > 0.05",0.0086,0.004,0.0619,0.3622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","CHGB","ENSG00000089199.10","ENSG00000089199.10:t:5912301-5912706",4,"3",1,"chr20","+","ENSG00000089199.10:t:5912301-5912706_5911682-5912563",5911682,5912563,5911683,5912300,"chr20:5911682-5912563","target","Delta PSI > 0.05",0.0086,0.0042,0.3634,0.6184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","CHGB","ENSG00000089199.10","ENSG00000089199.10:t:5914618-5914713",6,"4",1,"chr20","+","ENSG00000089199.10:t:5914618-5914713_5912706-5914618",5912706,5914618,5912707,5914617,"chr20:5912706-5914618","target","Delta PSI > 0.05",0.001,0.0011,0.0397,0.4687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","MAEA","ENSG00000090316.16","ENSG00000090316.16:s:1315397-1315600",3,"4",0,"chr4","+","ENSG00000090316.16:s:1315397-1315600_1315600-1332757",1315600,1332757,NA,NA,"chr4:1315600-1332757","source","Delta PSI > 0.05",0.0017,0.0411,0.0112,0.1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","MAEA","ENSG00000090316.16","ENSG00000090316.16:t:1327627-1327703",4,"4",0,"chr4","+","ENSG00000090316.16:t:1327627-1327703_1315600-1327627",1315600,1327627,1323609,1327626,"chr4:1315600-1327627","target","Delta PSI < 0.05",0.0209,0.0146,0.0961,0.1221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
