gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,.id,color_gene_name
NPRL3,ENSG00000103148.17,ENSG00000103148.17:s:124937-125073,0.017,0.0136,6,5,1,chr16,-,ENSG00000103148.17:s:124937-125073_123822-124937,123822,124937,123922,124936,chr16:123822-124937,source,dox_ctrl,NMD rescued
NPRL3,ENSG00000103148.17,ENSG00000103148.17:t:119126-119255,0.0141,0.0074,6,7,1,chr16,-,ENSG00000103148.17:t:119126-119255_119255-123704,119255,123704,,,chr16:119255-123704,target,dox_ctrl,NMD rescued
STMN2,ENSG00000104435.14,ENSG00000104435.14:s:79611117-79611214,0.8884,0.0143,4,5,1,chr8,+,ENSG00000104435.14:s:79611117-79611214_79611214-79616822,79611214,79616822,,,chr8:79611214-79616822,source,dox_ctrl,non-NMD rescued
EEF2K,ENSG00000103319.12,ENSG00000103319.12:s:22258494-22258827,0.001,3e-04,4,2,1,chr16,+,ENSG00000103319.12:s:22258494-22258827_22258827-22260348,22258827,22260348,22258828,22260347,chr16:22258827-22260348,source,dox_ctrl,NMD rescued
ABCC1,ENSG00000103222.20,ENSG00000103222.20:t:16036472-16036603,0.0419,0.0105,3,3,1,chr16,+,ENSG00000103222.20:t:16036472-16036603_16033481-16036472,16033481,16036472,16033482,16036471,chr16:16033481-16036472,target,dox_ctrl,NMD rescued
CORO7-PAM16,ENSG00000103426.12,ENSG00000103426.12:s:4387986-4388068,0.1816,0.0423,2,3,1,chr16,-,ENSG00000103426.12:s:4387986-4388068_4367442-4387986,4367442,4387986,,,chr16:4367442-4387986,source,dox_ctrl,NMD rescued
CORO7-PAM16,ENSG00000103426.12,ENSG00000103426.12:t:4365491-4365545,0.0255,0.0181,3,3,1,chr16,-,ENSG00000103426.12:t:4365491-4365545_4365545-4367298,4365545,4367298,,,chr16:4365545-4367298,target,dox_ctrl,NMD rescued
CORO7-PAM16,ENSG00000103426.12,ENSG00000103426.12:t:4365491-4365545,0.0626,0.0287,3,3,1,chr16,-,ENSG00000103426.12:t:4365491-4365545_4365545-4367184,4365545,4367184,,,chr16:4365545-4367184,target,dox_ctrl,NMD rescued
VRK3,ENSG00000105053.11,ENSG00000105053.11:t:49980955-49981184,0.0038,0.0026,2,3,1,chr19,-,ENSG00000105053.11:t:49980955-49981184_49981013-49981818,49981013,49981818,,,chr19:49981013-49981818,target,dox_ctrl,NMD rescued
NUMBL,ENSG00000105245.9,ENSG00000105245.9:t:40686911-40686995,0.0691,0.0208,7,7,1,chr19,-,ENSG00000105245.9:t:40686911-40686995_40686995-40692951,40686995,40692951,40686996,40689562,chr19:40686995-40692951,target,dox_ctrl,non-NMD rescued
FUBP3,ENSG00000107164.17,ENSG00000107164.17:s:130617797-130617895,0.0066,0.0015,3,3,1,chr9,+,ENSG00000107164.17:s:130617797-130617895_130617895-130619327,130617895,130619327,130617896,130619326,chr9:130617895-130619327,source,dox_ctrl,NMD rescued
ATP1A3,ENSG00000105409.19,ENSG00000105409.19:s:41981502-41981636,0.0071,0,2,3,1,chr19,-,ENSG00000105409.19:s:41981502-41981636_41978326-41981502,41978326,41981502,,,chr19:41978326-41981502,source,dox_ctrl,NMD rescued
ATP1A3,ENSG00000105409.19,ENSG00000105409.19:t:41978151-41978326,0.008,0,2,3,1,chr19,-,ENSG00000105409.19:t:41978151-41978326_41978326-41981502,41978326,41981502,,,chr19:41978326-41981502,target,dox_ctrl,non-NMD rescued
PLEKHA4,ENSG00000105559.12,ENSG00000105559.12:t:48841149-48841310,0.0034,0.0032,3,3,1,chr19,-,ENSG00000105559.12:t:48841149-48841310_48841310-48844503,48841310,48844503,48841311,48845140,chr19:48841310-48844503,target,dox_ctrl,NMD rescued
SIPA1L3,ENSG00000105738.11,ENSG00000105738.11:s:37907208-37907358,0.3192,0.0286,4,5,1,chr19,+,ENSG00000105738.11:s:37907208-37907358_37907358-38008096,37907358,38008096,,,chr19:37907358-38008096,source,dox_ctrl,non-NMD rescued
SIPA1L3,ENSG00000105738.11,ENSG00000105738.11:t:38029089-38029156,0.2269,0.0271,3,4,1,chr19,+,ENSG00000105738.11:t:38029089-38029156_38008195-38029089,38008195,38029089,,,chr19:38008195-38029089,target,dox_ctrl,non-NMD rescued
DNAJB6,ENSG00000105993.15,ENSG00000105993.15:s:157367373-157367483,0.003,0,9,7,1,chr7,+,ENSG00000105993.15:s:157367373-157367483_157367483-157381836,157367483,157381836,157367484,157368607,chr7:157367483-157381836,source,dox_ctrl,NMD rescued
GRIK5,ENSG00000105737.10,ENSG00000105737.10:t:42022241-42022357,0.0225,0.0121,4,4,1,chr19,-,ENSG00000105737.10:t:42022241-42022357_42022354-42022517,42022354,42022517,,,chr19:42022354-42022517,target,dox_ctrl,non-NMD rescued
WASL,ENSG00000106299.8,ENSG00000106299.8:s:123692347-123692867,0.253,0.0389,3,3,1,chr7,-,ENSG00000106299.8:s:123692347-123692867_123684580-123692347,123684580,123692347,123689151,123692346,chr7:123684580-123692347,source,dox_ctrl,non-NMD rescued
WASL,ENSG00000106299.8,ENSG00000106299.8:t:123681943-123684580,0.2705,0.0412,3,3,1,chr7,-,ENSG00000106299.8:t:123681943-123684580_123684580-123692347,123684580,123692347,123684581,123689041,chr7:123684580-123692347,target,dox_ctrl,non-NMD rescued
CPD,ENSG00000108582.12,ENSG00000108582.12:s:30449553-30449748,0.0096,0.0066,3,4,1,chr17,+,ENSG00000108582.12:s:30449553-30449748_30449748-30450082,30449748,30450082,,,chr17:30449748-30450082,source,dox_ctrl,NMD rescued
PTGES3L-AARSD1,ENSG00000108825.18,ENSG00000108825.18:s:42953724-42953778,8e-04,0,3,3,1,chr17,-,ENSG00000108825.18:s:42953724-42953778_42952668-42953724,42952668,42953724,42952669,42953723,chr17:42952668-42953724,source,dox_ctrl,NMD rescued
IQCE,ENSG00000106012.18,ENSG00000106012.18:s:2558972-2559217,0.2352,0.0267,4,5,1,chr7,+,ENSG00000106012.18:s:2558972-2559217_2559217-2564878,2559217,2564878,,,chr7:2559217-2564878,source,dox_ctrl,non-NMD rescued
IQCE,ENSG00000106012.18,ENSG00000106012.18:s:2564878-2565071,0.7411,0.0543,2,2,1,chr7,+,ENSG00000106012.18:s:2564878-2565071_2565071-2567116,2565071,2567116,2565072,2566558,chr7:2565071-2567116,source,dox_ctrl,non-NMD rescued
IQCE,ENSG00000106012.18,ENSG00000106012.18:t:2564878-2565071,0.7892,0.0471,2,2,1,chr7,+,ENSG00000106012.18:t:2564878-2565071_2559217-2564878,2559217,2564878,2559521,2564877,chr7:2559217-2564878,target,dox_ctrl,non-NMD rescued
IQCE,ENSG00000106012.18,ENSG00000106012.18:t:2567116-2567163,0.2428,0.0303,4,5,1,chr7,+,ENSG00000106012.18:t:2567116-2567163_2565071-2567116,2565071,2567116,,,chr7:2565071-2567116,target,dox_ctrl,non-NMD rescued
SNX8,ENSG00000106266.11,ENSG00000106266.11:s:2314328-2314441,0.0273,0.0141,3,3,1,chr7,-,ENSG00000106266.11:s:2314328-2314441_2280470-2314328,2280470,2314328,2309947,2314327,chr7:2280470-2314328,source,dox_ctrl,non-NMD rescued
SNX8,ENSG00000106266.11,ENSG00000106266.11:t:2278100-2278305,0.0462,0.0202,8,9,1,chr7,-,ENSG00000106266.11:t:2278100-2278305_2278305-2280354,2278305,2280354,,,chr7:2278305-2280354,target,dox_ctrl,non-NMD rescued
MINPP1,ENSG00000107789.16,ENSG00000107789.16:t:87521036-87521169,0.0016,6e-04,3,3,1,chr10,+,ENSG00000107789.16:t:87521036-87521169_87514878-87521036,87514878,87521036,87514879,87521035,chr10:87514878-87521036,target,dox_ctrl,NMD rescued
PALD1,ENSG00000107719.10,ENSG00000107719.10:s:70539580-70539762,0.0541,0.0326,2,3,1,chr10,+,ENSG00000107719.10:s:70539580-70539762_70539762-70540560,70539762,70540560,,,chr10:70539762-70540560,source,dox_ctrl,NMD rescued
PALD1,ENSG00000107719.10,ENSG00000107719.10:t:70541102-70541242,0.0268,0.024,3,4,1,chr10,+,ENSG00000107719.10:t:70541102-70541242_70540953-70541102,70540953,70541102,,,chr10:70540953-70541102,target,dox_ctrl,NMD rescued
YKT6,ENSG00000106636.9,ENSG00000106636.9:t:44208795-44210931,0.0231,0.0155,5,2,1,chr7,+,ENSG00000106636.9:t:44208795-44210931_44208198-44210090,44208198,44210090,44208581,44208794,chr7:44208198-44210090,target,dox_ctrl,NMD rescued
YKT6,ENSG00000106636.9,ENSG00000106636.9:t:44208795-44210931,0.0377,0.0233,5,2,1,chr7,+,ENSG00000106636.9:t:44208795-44210931_44208198-44210866,44208198,44210866,44208581,44208794,chr7:44208198-44210866,target,dox_ctrl,non-NMD rescued
NSMCE4A,ENSG00000107672.15,ENSG00000107672.15:s:121974004-121974285,0.1378,0.0346,3,3,1,chr10,-,ENSG00000107672.15:s:121974004-121974285_121973599-121974004,121973599,121974004,121973600,121974003,chr10:121973599-121974004,source,dox_ctrl,NMD rescued
RAI1,ENSG00000108557.20,ENSG00000108557.20:t:17792933-17795776,0.0603,0.0136,4,4,1,chr17,+,ENSG00000108557.20:t:17792933-17795776_17792300-17792933,17792300,17792933,17792301,17792932,chr17:17792300-17792933,target,dox_ctrl,non-NMD rescued
MADD,ENSG00000110514.19,ENSG00000110514.19:s:47324471-47325035,0.0751,0.0209,7,5,1,chr11,+,ENSG00000110514.19:s:47324471-47325035_47325032-47326544,47325032,47326544,,,chr11:47325032-47326544,source,dox_ctrl,non-NMD rescued
MADD,ENSG00000110514.19,ENSG00000110514.19:s:47324471-47325035,0.0433,0.0178,7,5,1,chr11,+,ENSG00000110514.19:s:47324471-47325035_47325032-47326738,47325032,47326738,,,chr11:47325032-47326738,source,dox_ctrl,NMD rescued
MADD,ENSG00000110514.19,ENSG00000110514.19:t:47326544-47326552,0.1566,0.041,3,2,1,chr11,+,ENSG00000110514.19:t:47326544-47326552_47325032-47326544,47325032,47326544,47325301,47326543,chr11:47325032-47326544,target,dox_ctrl,NMD rescued
MADD,ENSG00000110514.19,ENSG00000110514.19:t:47326738-47327186,0.0611,0.0246,3,3,1,chr11,+,ENSG00000110514.19:t:47326738-47327186_47325032-47326738,47325032,47326738,,,chr11:47325032-47326738,target,dox_ctrl,NMD rescued
CCDC47,ENSG00000108588.15,ENSG00000108588.15:s:63756240-63756350,9e-04,1e-04,3,3,1,chr17,-,ENSG00000108588.15:s:63756240-63756350_63752799-63756240,63752799,63756240,63754519,63756239,chr17:63752799-63756240,source,dox_ctrl,NMD rescued
CCDC47,ENSG00000108588.15,ENSG00000108588.15:t:63752741-63753067,6e-04,0,4,3,1,chr17,-,ENSG00000108588.15:t:63752741-63753067_63752799-63756240,63752799,63756240,63753068,63754432,chr17:63752799-63756240,target,dox_ctrl,NMD rescued
ELF2,ENSG00000109381.21,ENSG00000109381.21:t:139061865-139062057,0.0131,0.0098,4,4,1,chr4,-,ENSG00000109381.21:t:139061865-139062057_139062057-139064580,139062057,139064580,139062058,139066009,chr4:139062057-139064580,target,dox_ctrl,non-NMD rescued
RNGTT,ENSG00000111880.16,ENSG00000111880.16:s:88906022-88906440,0.0634,0.0283,3,2,1,chr6,-,ENSG00000111880.16:s:88906022-88906440_88904955-88906022,88904955,88906022,88904956,88906021,chr6:88904955-88906022,source,dox_ctrl,non-NMD rescued
TTC33,ENSG00000113638.14,ENSG00000113638.14:s:40746798-40747019,0.0339,0.0279,8,8,1,chr5,-,ENSG00000113638.14:s:40746798-40747019_40741982-40746798,40741982,40746798,40741983,40746797,chr5:40741982-40746798,source,dox_ctrl,NMD rescued
TTC33,ENSG00000113638.14,ENSG00000113638.14:t:40730262-40730343,0.0031,0.0028,3,3,1,chr5,-,ENSG00000113638.14:t:40730262-40730343_40730343-40741864,40730343,40741864,40730344,40741863,chr5:40730343-40741864,target,dox_ctrl,NMD rescued
BVES,ENSG00000112276.14,ENSG00000112276.14:t:105125391-105125578,0.0232,0.0145,3,3,1,chr6,-,ENSG00000112276.14:t:105125391-105125578_105125578-105126307,105125578,105126307,105125579,105126306,chr6:105125578-105126307,target,dox_ctrl,non-NMD rescued
TFDP2,ENSG00000114126.18,ENSG00000114126.18:s:142149114-142149544,0.1053,0.0341,4,4,1,chr3,-,ENSG00000114126.18:s:142149114-142149544_142101841-142149114,142101841,142149114,,,chr3:142101841-142149114,source,dox_ctrl,non-NMD rescued
TFDP2,ENSG00000114126.18,ENSG00000114126.18:t:142101735-142101841,0.1072,0.0346,3,3,1,chr3,-,ENSG00000114126.18:t:142101735-142101841_142101841-142149114,142101841,142149114,,,chr3:142101841-142149114,target,dox_ctrl,non-NMD rescued
WIPF1,ENSG00000115935.19,ENSG00000115935.19:s:174585523-174585611,0.0051,0.0046,2,3,1,chr2,-,ENSG00000115935.19:s:174585523-174585611_174575380-174585523,174575380,174585523,,,chr2:174575380-174585523,source,dox_ctrl,non-NMD rescued
CEP72,ENSG00000112877.8,ENSG00000112877.8:t:652988-653553,0.5372,0.0708,5,5,1,chr5,+,ENSG00000112877.8:t:652988-653553_648223-652988,648223,652988,648224,652987,chr5:648223-652988,target,dox_ctrl,NMD rescued
CEP72,ENSG00000112877.8,ENSG00000112877.8:t:652988-653553,0.0018,0.0019,5,5,1,chr5,+,ENSG00000112877.8:t:652988-653553_651802-652988,651802,652988,648224,652987,chr5:651802-652988,target,dox_ctrl,NMD rescued
ECE1,ENSG00000117298.16,ENSG00000117298.16:s:21260109-21260392,0.0125,0.003,3,2,1,chr1,-,ENSG00000117298.16:s:21260109-21260392_21258839-21260109,21258839,21260109,21258840,21260108,chr1:21258839-21260109,source,dox_ctrl,non-NMD rescued
B4GALT2,ENSG00000117411.18,ENSG00000117411.18:s:43979179-43979616,0.068,0.0128,7,4,1,chr1,+,ENSG00000117411.18:s:43979179-43979616_43979511-43980130,43979511,43980130,,,chr1:43979511-43980130,source,dox_ctrl,NMD rescued
GPX7,ENSG00000116157.6,ENSG00000116157.6:t:52606684-52607408,0.0386,0.0191,5,5,1,chr1,+,ENSG00000116157.6:t:52606684-52607408_52606260-52606684,52606260,52606684,52606261,52606683,chr1:52606260-52606684,target,dox_ctrl,NMD rescued
NSUN4,ENSG00000117481.11,ENSG00000117481.11:t:46360704-46360828,0.0207,0.0146,3,3,1,chr1,+,ENSG00000117481.11:t:46360704-46360828_46357659-46360704,46357659,46360704,46353029,46360703,chr1:46357659-46360704,target,dox_ctrl,non-NMD rescued
PRKD3,ENSG00000115825.11,ENSG00000115825.11:t:37290868-37290999,0.0446,0.0185,3,3,1,chr2,-,ENSG00000115825.11:t:37290868-37290999_37290999-37292922,37290999,37292922,37291000,37292921,chr2:37290999-37292922,target,dox_ctrl,non-NMD rescued
PRDM2,ENSG00000116731.23,ENSG00000116731.23:s:13731000-13731117,0.1946,0.0513,3,4,1,chr1,+,ENSG00000116731.23:s:13731000-13731117_13731117-13731567,13731117,13731567,,,chr1:13731117-13731567,source,dox_ctrl,non-NMD rescued
PRDM2,ENSG00000116731.23,ENSG00000116731.23:t:13732779-13732882,0.1158,0.0402,2,3,1,chr1,+,ENSG00000116731.23:t:13732779-13732882_13731616-13732779,13731616,13732779,,,chr1:13731616-13732779,target,dox_ctrl,non-NMD rescued
ERI3,ENSG00000117419.16,ENSG00000117419.16:s:44241915-44242080,0.0182,0.0164,3,3,1,chr1,-,ENSG00000117419.16:s:44241915-44242080_44226003-44241915,44226003,44241915,44232389,44241914,chr1:44226003-44241915,source,dox_ctrl,NMD rescued
ERI3,ENSG00000117419.16,ENSG00000117419.16:t:44221070-44221640,0.0135,0.0059,7,7,1,chr1,-,ENSG00000117419.16:t:44221070-44221640_44221640-44225766,44221640,44225766,44221641,44225765,chr1:44221640-44225766,target,dox_ctrl,NMD rescued
WDR35,ENSG00000118965.16,ENSG00000118965.16:s:19938265-19938401,0.0522,0.0276,2,2,1,chr2,-,ENSG00000118965.16:s:19938265-19938401_19937946-19938321,19937946,19938321,,,chr2:19937946-19938321,source,dox_ctrl,NMD rescued
WDR35,ENSG00000118965.16,ENSG00000118965.16:s:19978751-19978879,0.1931,0.04,4,3,1,chr2,-,ENSG00000118965.16:s:19978751-19978879_19978167-19978751,19978167,19978751,19978168,19978750,chr2:19978167-19978751,source,dox_ctrl,NMD rescued
WDR35,ENSG00000118965.16,ENSG00000118965.16:t:19975530-19975663,0.304,0.0467,3,3,1,chr2,-,ENSG00000118965.16:t:19975530-19975663_19975663-19977925,19975663,19977925,19975664,19977924,chr2:19975663-19977925,target,dox_ctrl,NMD rescued
PHF19,ENSG00000119403.15,ENSG00000119403.15:s:120877091-120877188,0.0398,0.0096,2,3,1,chr9,-,ENSG00000119403.15:s:120877091-120877188_120876002-120877091,120876002,120877091,,,chr9:120876002-120877091,source,dox_ctrl,NMD rescued
ALDH6A1,ENSG00000119711.13,ENSG00000119711.13:t:74071878-74071974,0.002,0.0012,3,3,1,chr14,-,ENSG00000119711.13:t:74071878-74071974_74071974-74072406,74071974,74072406,,,chr14:74071974-74072406,target,dox_ctrl,NMD rescued
GON4L,ENSG00000116580.20,ENSG00000116580.20:s:155785334-155785374,0.0159,0.0095,3,3,1,chr1,-,ENSG00000116580.20:s:155785334-155785374_155777820-155785334,155777820,155785334,155784390,155785333,chr1:155777820-155785334,source,dox_ctrl,non-NMD rescued
GON4L,ENSG00000116580.20,ENSG00000116580.20:t:155777622-155777820,0.0263,0.0168,3,3,1,chr1,-,ENSG00000116580.20:t:155777622-155777820_155777820-155785334,155777820,155785334,155777821,155783985,chr1:155777820-155785334,target,dox_ctrl,NMD rescued
AKT3,ENSG00000117020.19,ENSG00000117020.19:s:243545510-243545648,0.0731,0.0266,2,3,1,chr1,-,ENSG00000117020.19:s:243545510-243545648_243523467-243545510,243523467,243545510,,,chr1:243523467-243545510,source,dox_ctrl,NMD rescued
AKT3,ENSG00000117020.19,ENSG00000117020.19:t:243512324-243512426,0.1143,0.0299,2,3,1,chr1,-,ENSG00000117020.19:t:243512324-243512426_243512426-243523309,243512426,243523309,,,chr1:243512426-243523309,target,dox_ctrl,NMD rescued
ADGRL2,ENSG00000117114.21,ENSG00000117114.21:s:81800934-81801068,0.039,0.0162,4,4,1,chr1,+,ENSG00000117114.21:s:81800934-81801068_81801068-81801890,81801068,81801890,81801069,81801889,chr1:81801068-81801890,source,dox_ctrl,NMD rescued
SLC8A2,ENSG00000118160.14,ENSG00000118160.14:s:47447809-47448231,0.0033,0.002,2,3,1,chr19,-,ENSG00000118160.14:s:47447809-47448231_47432445-47447809,47432445,47447809,,,chr19:47432445-47447809,source,dox_ctrl,NMD rescued
FOXO3,ENSG00000118689.15,ENSG00000118689.15:s:108560917-108561829,0.0033,0.0019,2,3,1,chr6,+,ENSG00000118689.15:s:108560917-108561829_108561829-108639493,108561829,108639493,,,chr6:108561829-108639493,source,dox_ctrl,NMD rescued
RCOR3,ENSG00000117625.14,ENSG00000117625.14:t:211312720-211313298,0.0507,0.0283,3,4,1,chr1,+,ENSG00000117625.14:t:211312720-211313298_211295753-211312720,211295753,211312720,,,chr1:211295753-211312720,target,dox_ctrl,non-NMD rescued
DNMT3A,ENSG00000119772.19,ENSG00000119772.19:s:25239130-25239215,0.1032,0.0151,5,4,1,chr2,-,ENSG00000119772.19:s:25239130-25239215_25237276-25239130,25237276,25239130,25237277,25239129,chr2:25237276-25239130,source,dox_ctrl,NMD rescued
DNMT3A,ENSG00000119772.19,ENSG00000119772.19:s:25281452-25282711,0.0249,0.0138,4,4,1,chr2,-,ENSG00000119772.19:s:25281452-25282711_25280248-25282441,25280248,25282441,25280249,25281451,chr2:25280248-25282441,source,dox_ctrl,non-NMD rescued
DNMT3A,ENSG00000119772.19,ENSG00000119772.19:t:25236930-25237005,0.0563,0.0131,5,3,1,chr2,-,ENSG00000119772.19:t:25236930-25237005_25237005-25237139,25237005,25237139,25237006,25237134,chr2:25237005-25237139,target,dox_ctrl,NMD rescued
ADCY7,ENSG00000121281.13,ENSG00000121281.13:s:50246137-50246203,0.2432,0.0603,3,4,1,chr16,+,ENSG00000121281.13:s:50246137-50246203_50246203-50246881,50246203,50246881,,,chr16:50246203-50246881,source,dox_ctrl,non-NMD rescued
PKD2,ENSG00000118762.8,ENSG00000118762.8:s:88036064-88036480,0.0128,0.0126,3,2,1,chr4,+,ENSG00000118762.8:s:88036064-88036480_88036480-88038251,88036480,88038251,88036481,88038250,chr4:88036480-88038251,source,dox_ctrl,NMD rescued
ARL1,ENSG00000120805.14,ENSG00000120805.14:t:101401062-101401486,0.0223,0.0159,2,3,1,chr12,-,ENSG00000120805.14:t:101401062-101401486_101401173-101405844,101401173,101405844,,,chr12:101401173-101405844,target,dox_ctrl,non-NMD rescued
NCAPH,ENSG00000121152.10,ENSG00000121152.10:s:96359045-96359452,0.0083,0.0049,2,3,1,chr2,+,ENSG00000121152.10:s:96359045-96359452_96359193-96360588,96359193,96360588,,,chr2:96359193-96360588,source,dox_ctrl,NMD rescued
CCDC77,ENSG00000120647.10,ENSG00000120647.10:s:418494-418881,0.0509,0.0236,3,2,1,chr12,+,ENSG00000120647.10:s:418494-418881_418636-428761,418636,428761,418882,428760,chr12:418636-428761,source,dox_ctrl,non-NMD rescued
ZC3H7A,ENSG00000122299.12,ENSG00000122299.12:t:11758431-11759850,0.0784,0.0327,4,3,1,chr16,-,ENSG00000122299.12:t:11758431-11759850_11758539-11761910,11758539,11761910,11759851,11761405,chr16:11758539-11761910,target,dox_ctrl,non-NMD rescued
PKN1,ENSG00000123143.13,ENSG00000123143.13:s:14446409-14446561,0.1475,0.0223,4,4,1,chr19,+,ENSG00000123143.13:s:14446409-14446561_14446561-14450088,14446561,14450088,14446562,14450087,chr19:14446561-14450088,source,dox_ctrl,NMD rescued
PKN1,ENSG00000123143.13,ENSG00000123143.13:t:14450318-14450463,0.0692,0.0153,4,3,1,chr19,+,ENSG00000123143.13:t:14450318-14450463_14450214-14450318,14450214,14450318,14450215,14450317,chr19:14450214-14450318,target,dox_ctrl,NMD rescued
CNTFR,ENSG00000122756.15,ENSG00000122756.15:t:34577085-34577328,0.0605,0.0259,3,3,1,chr9,-,ENSG00000122756.15:t:34577085-34577328_34577328-34581095,34577328,34581095,34577329,34581093,chr9:34577328-34581095,target,dox_ctrl,non-NMD rescued
PEPD,ENSG00000124299.16,ENSG00000124299.16:t:33500938-33501511,0.1929,0.0142,10,9,1,chr19,-,ENSG00000124299.16:t:33500938-33501511_33501001-33507343,33501001,33507343,33501512,33511027,chr19:33501001-33507343,target,dox_ctrl,non-NMD rescued
COQ8B,ENSG00000123815.13,ENSG00000123815.13:s:40692951-40693037,0.074,0.0221,2,3,1,chr19,-,ENSG00000123815.13:s:40692951-40693037_40686995-40692951,40686995,40692951,,,chr19:40686995-40692951,source,dox_ctrl,non-NMD rescued
GPCPD1,ENSG00000125772.14,ENSG00000125772.14:s:5604364-5604440,0.0253,0.0297,3,3,1,chr20,-,ENSG00000125772.14:s:5604364-5604440_5599463-5604364,5599463,5604364,5598822,5604363,chr20:5599463-5604364,source,dox_ctrl,NMD rescued
RALY,ENSG00000125970.12,ENSG00000125970.12:s:34072066-34072330,0.0137,8e-04,8,6,1,chr20,+,ENSG00000125970.12:s:34072066-34072330_34072330-34075874,34072330,34075874,34072331,34073562,chr20:34072330-34075874,source,dox_ctrl,NMD rescued
RALY,ENSG00000125970.12,ENSG00000125970.12:t:34075874-34076229,0.0132,0.001,5,5,1,chr20,+,ENSG00000125970.12:t:34075874-34076229_34072330-34075874,34072330,34075874,34075428,34075873,chr20:34072330-34075874,target,dox_ctrl,NMD rescued
LRRFIP1,ENSG00000124831.20,ENSG00000124831.20:s:237769943-237770776,0.04,0.0257,2,3,1,chr2,+,ENSG00000124831.20:s:237769943-237770776_237769992-237772866,237769992,237772866,,,chr2:237769992-237772866,source,dox_ctrl,non-NMD rescued
