gene,paste_into_igv_junction,paste_into_igv_junction_annotated,strand,junc_cat,junc_in_ref,cryptic,junction_for_clustering,ID_exon,last_exon,dox0_sh,dox0125,dox0187,dox021,dox025,dox075,tdp43_sensitivity_sh,max_psi_sh,dox0_be2,dox002,dox003,dox004,dox005,dox0075,dox01,dox1,tdp43_sensitivity_be2,max_psi_be2,UMAP_1_together,UMAP_2_together,cluster_together,UMAP_1_sh,UMAP_2_sh,cluster_sh,UMAP_1_be2,UMAP_2_be2,cluster_be2,score_cryptic,score_ann,phastCons_alt,phastCons_unchanged,longest_ug_region,dist_nearest_ug_region,width
PAOX,chr10:133391154-133391312,chr10:133389747-133391312,+,donor,TRUE,yes,no,299,FALSE,0.019,0.011,0.019,0.336,0.336,0.295,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.0524,0.973199987,24,34,1565
PCBP3,chr21:45755452-45788298,chr21:45755452-45849961,+,acceptor,FALSE,yes,yes,300,FALSE,0.003,0.003,0.003,0.003,0.161,0.23,Intermediate,Bottom,,,,,,,,,,,5.552789461,-4.9731062,6,-0.438271803,-2.359348925,5,,,,,,0.992200005,0.0303,0,,94509
PEPD,chr19:33501001-33507343,chr19:33501001-33511028,-,donor,FALSE,yes,yes,301,FALSE,0,0,0.115,0.119,0.135,0.22,Intermediate,Bottom,,,,,,,,,,,0.553131141,-5.470030267,8,1.256363147,-1.094241347,5,,,,,,0.0064,0.998199999,20,2,10027
PFKP,chr10:3099352-3099557,chr10:3099352-3101365,+,acceptor,FALSE,yes,no,302,FALSE,0.001,0.001,0.211,0.189,0.679,0.949,Early,Top,0.002,0.002,0.459,0.749,0.832,0.923,0.888,0.853,Early,Top,,,,,,,,,,2.02,7.23,0.0795,0.779300004,0,,2013
PFKP,chr10:3099819-3101365,chr10:3099352-3101365,+,donor,FALSE,yes,yes,302,FALSE,0.001,0.001,0.148,0.246,0.673,0.962,Early,Top,0.002,0.002,0.569,0.823,0.972,0.983,0.968,0.949,Early,Top,-4.451667851,2.311351134,3,1.059005244,5.340459186,4,-1.347064474,5.339222713,1,4.88,8.53,0.0092,0.97899999,36,134,2013
PFKP,chr10:3125249-3129819,chr10:3120044-3129819,+,donor,TRUE,no,no,303,FALSE,,,,,,,,,0.059,0.059,0.149,0.249,0.349,0.326,0.322,0.324,Early,Bottom,,,,,,,,,,,,0.325900003,0.983600003,16,2,9775
PHF2,chr9:93660560-93661348,chr9:93660560-93662907,+,acceptor,FALSE,yes,yes,304,TRUE,0.002,0.002,0.002,0.002,0.002,0.705,Late,Top,0,0,0,0,0,0,0,0.52,Late,Top,-0.201737725,2.622558002,5,-3.223108318,-1.904547785,1,3.592777854,-5.680768844,5,12.55,6.03,0.0047,0.950500005,0,,2347
PHF2,chr9:93661647-93662906,chr9:93660560-93662907,+,donor,FALSE,yes,no,304,FALSE,,,,,,,Late,,0,0,0,0,0,0,0,0.177,Late,Bottom,,,,,,,,,,-24.27,-14.03,0.0141,0.6072,0,,2347
PHLDB1,chr11:118644174-118644647,chr11:118644174-118645356,+,acceptor,TRUE,no,yes,305,FALSE,0.16,0.16,0.344,0.344,0.359,0.496,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.96559999,0.999000013,16,94,1182
PKN1,chr19:14446561-14450088,chr19:14446561-14450318,+,acceptor,FALSE,yes,yes,306,FALSE,0.002,0.002,0.141,0.148,0.229,0.252,Intermediate,Bottom,,,,,,,,,,,0.638754563,-5.542800273,8,1.330858889,-0.766359875,5,,,,,,0.0033,0.358699995,20,10,3757
PLAUR,chr19:43667691-43668277,chr19:43667691-43668044,-,donor,TRUE,no,yes,307,FALSE,0.038,0.038,0.038,0.038,0.038,0.252,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.014,0.209400003,0,,353
PLCD4,chr2:218622228-218622647,chr2:218621599-218622647,+,donor,FALSE,no,yes,308,FALSE,0.041,0.041,0.041,0.041,0.041,0.203,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.0285,0.137099999,0,,1048
PLEKHA1,chr10:122427031-122428276,chr10:122427031-122429624,+,acceptor,TRUE,no,yes,309,FALSE,0.145,0.145,0.45,0.451,0.404,0.485,Early,Medium,0.199,0.199,0.365,0.375,0.41,0.46,0.46,0.44,Early,Bottom,,,,,,,,,,,,1,0.947699994,16,102,2593
PLEKHA1,chr10:122428316-122429624,chr10:122427031-122429624,+,donor,TRUE,no,no,309,FALSE,0.085,0.199,0.328,0.325,0.277,0.342,Early,Bottom,,,,,,,,,Early,,,,,,,,,,,,,0.999900001,0.979900002,0,,2593
PLEKHM1P1,chr17:64786724-64787112,chr17:64786724-64787248,-,donor,FALSE,yes,yes,310,FALSE,0.011,0.011,0.011,0.011,0.011,0.178,Late,Bottom,,,,,,,,,,,9.007096199,-3.723778716,2,-1.466565887,-5.549705926,1,,,,,,0.0091,0.354599997,16,38,524
PLEKHM2,chr1:15719920-15721329,chr1:15719920-15725317,+,acceptor,TRUE,no,yes,311,FALSE,0.168,0.168,0.252,0.252,0.276,0.44,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,,,1,0.976099998,0,,5397
PLEKHM2,chr1:15721388-15725317,chr1:15719920-15725317,+,donor,TRUE,no,no,311,FALSE,0.151,0.151,0.151,0.151,0.151,0.395,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,,,1,0.9986,0,,5397
PLSCR3,chr17:7392978-7393467,chr17:7393364-7393467,-,acceptor,FALSE,yes,yes,312,FALSE,,,,,,,,,0.008,0.008,0.008,0.005,0.008,0.008,0.008,0.193,Late,Bottom,1.874277639,2.088789348,5,,,,3.549165582,-4.988998388,5,,,0.3011,0.994199991,0,,103
PNISR,chr6:99403882-99404603,chr6:99402710-99404603,-,acceptor,TRUE,no,yes,313,FALSE,0.656,0.656,0.656,0.656,0.656,0.91,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,1,1,20,2,1893
POLDIP3,chr22:42599793-42602770,chr22:42599793-42602770,-,exon_skip,TRUE,no,yes,314,FALSE,0.148,0.309,0.814,0.795,0.957,0.993,Early,Top,0.272,0.592,0.837,0.971,0.986,0.986,0.985,0.985,Early,Top,,,,,,,,,,,,,,,,2977
POLL,chr10:101584919-101587246,chr10:101584919-101587246,-,exon_skip,FALSE,yes,yes,315,FALSE,0.005,0.106,0.106,0.106,0.106,0.162,Intermediate,Bottom,,,,,,,,,,,0.459536591,-5.413514754,8,1.569979585,-1.200124954,5,,,,,,,,,,2327
PORCN,chrX:48512719-48514127,chrX:48512719-48514127,+,exon_skip,TRUE,yes,yes,316,FALSE,0.035,0.218,0.218,0.218,0.218,0.365,Early,Medium,,,,,,,,,,,-2.29782572,-6.622907915,7,2.78090224,0.646053964,2,,,,,,,,,,1408
PPFIA3,chr19:49146005-49146166,chr19:49146005-49148083,+,acceptor,TRUE,no,yes,317,FALSE,,,,,,,,,0.459,0.459,0.459,0.459,0.459,0.459,0.682,0.814,Late,Medium,,,,,,,,,,,,1,0.077700001,0,,2078
PPFIBP1,chr12:27676599-27677064,chr12:27676599-27679489,+,acceptor,TRUE,no,no,318,FALSE,0.112,0.356,0.569,0.659,0.77,0.77,Early,Top,0.099,0.333,0.487,0.635,0.635,0.686,0.687,0.754,Early,Top,,,,,,,,,,,,0.999400008,0.873000002,16,10,2890
PPFIBP1,chr12:27677096-27679489,chr12:27676599-27679489,+,donor,TRUE,no,yes,318,FALSE,0.118,0.356,0.595,0.691,0.794,0.794,Early,Top,0.119,0.351,0.527,0.668,0.668,0.704,0.718,0.804,Early,Top,,,,,,,,,,,,0.999400008,0.998800015,16,42,2890
PPIEL,chr1:39522505-39523562,chr1:39522505-39529055,-,donor,TRUE,no,yes,319,FALSE,,,,,,,,,0.455,0.455,0.455,0.736,0.736,0.725,0.731,0.849,Early,Medium,,,,,,,,,,,,0.0005,0.0635,16,126,6550
PPIP5K2,chr5:103187376-103190842,chr5:103184744-103190842,+,donor,TRUE,no,yes,320,FALSE,0.19,0.19,0.19,0.19,0.19,0.438,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,1,0.974399996,0,,6098
PRCD,chr17:76543121-76543803,chr17:76543121-76543803,+,acceptor,TRUE,no,yes,321,FALSE,0.396,0.768,0.887,0.908,0.942,0.981,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.420700002,0.0886,16,126,682
PRELID3A,chr18:12430293-12431149,chr18:12429436-12431150,+,donor,FALSE,yes,yes,322,FALSE,0.002,0.002,0.168,0.25,0.484,0.635,Early,Top,,,,,,,,,,,-6.219805995,-7.710849619,1,0.975680177,4.219373833,4,,,,,,0.227000001,0.108300001,44,130,1714
PRELID3A,chr18:12430292-12431150,chr18:12429436-12431150,+,donor,FALSE,yes,no,322,FALSE,0.002,0.002,0.207,0.398,0.398,0.358,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.221000001,0.110300001,40,130,1714
PRKAR1B,chr7:716846-727210,chr7:711527-727210,-,acceptor,FALSE,yes,yes,323,FALSE,0.004,0.004,0.004,0.004,0.004,0.292,Late,Medium,,,,,,,,,,,6.326417589,-3.170505155,2,-2.194146904,-3.679825006,1,,,,,,0.0466,0.8773,0,,15683
PRR16,chr5:120618565-120672016,chr5:120618565-120685954,+,acceptor,FALSE,yes,no,324,FALSE,0.107,0.107,0.107,0.107,0.326,0.857,Intermediate,Top,,,,,,,,,Late,,,,,,,,,,,6.24,11.08,0.0064,0.0385,0,,67389
PRR16,chr5:120464645-120672016,chr5:120464645-120685954,+,acceptor,FALSE,yes,no,324,FALSE,,,,,,,Intermediate,,0.029,0.029,0.029,0.029,0.029,0.029,0.188,0.293,Late,Bottom,,,,,,,,,,6.24,7.66,0.0064,0.999800003,0,,221309
PRR16,chr5:120672228-120685954,chr5:120464645-120685954,+,donor,FALSE,yes,yes,324,FALSE,0.011,0.011,0.011,0.098,0.142,0.283,Intermediate,Medium,0.049,0.049,0.049,0.049,0.049,0.281,0.417,0.417,Late,Medium,-1.261209137,3.335605679,4,-0.290691513,-1.4703417,5,-1.490835121,-1.844122877,2,10.07,11.27,0.0046,1,56,6,221309
PRRT4,chr7:128360063-128361306,chr7:128360063-128361561,-,donor,TRUE,no,yes,325,FALSE,0.184,0.184,0.184,0.184,0.267,0.518,Late,Medium,,,,,,,,,,,,,,,,,,,,,,0.0982,0.381000001,28,110,1498
PRUNE2,chr9:76638288-76641790,chr9:76638288-76641972,-,donor,FALSE,yes,yes,326,FALSE,,,,,,,,,0,0,0,0.258,0.382,0.469,0.43,0.503,Early,Top,-1.240482076,9.438040004,9,,,,-1.386507218,1.050863916,4,,,0.799999994,0.999900001,28,90,3684
PRUNE2,chr9:76638289-76641789,chr9:76638288-76641972,-,donor,FALSE,yes,no,326,FALSE,,,,,,,,,0.031,0.031,0.031,0.183,0.184,0.164,0.296,0.262,Early,Bottom,,,,,,,,,,,,0.826699996,0.999900001,28,94,3684
PSAP,chr10:71823896-71825837,chr10:71822007-71825837,-,acceptor,TRUE,no,no,327,FALSE,0.621,0.621,0.621,0.621,0.621,0.836,Late,Bottom,0.22,0.22,0.22,0.22,0.22,0.22,0.393,0.443,Late,Bottom,,,,,,,,,,,,0.999900001,0.999400008,0,,3830
PSAP,chr10:71822007-71823888,chr10:71822007-71825837,-,donor,TRUE,no,yes,327,FALSE,0.738,0.738,0.738,0.738,0.738,0.966,Late,Bottom,0.251,0.251,0.251,0.251,0.251,0.251,0.455,0.53,Late,Medium,,,,,,,,,,,,0.999900001,0.96080001,0,,3830
PSD,chr10:102418046-102418701,chr10:102417121-102418701,-,acceptor,FALSE,yes,yes,328,FALSE,0.004,0.004,0.096,0.184,0.322,0.612,Intermediate,Top,,,,,,,,,,,-6.211387552,-8.016210491,1,-0.110755911,1.06343201,5,,,,,,0.803299999,0.777899998,64,6,1580
PSME3IP1,chr16:57173869-57185736,chr16:57173869-57186031,-,donor,TRUE,yes,yes,329,FALSE,0.007,0.007,0.007,0.007,0.007,0.353,Late,Medium,,,,,,,,,,,5.776556954,-3.158168306,2,-2.744523095,-2.803145212,1,,,,,,0.007,0.885399997,0,,12162
PTPN13,chr4:86751124-86753009,chr4:86751124-86758260,+,acceptor,TRUE,no,no,330,FALSE,,,,,,,,,0.388,0.388,0.388,0.388,0.599,0.599,0.599,0.655,Intermediate,Bottom,,,,,,,,,,,,0.994499993,0.998500007,0,,7136
PTPN13,chr4:86753065-86758260,chr4:86751124-86758260,+,donor,TRUE,no,yes,330,FALSE,,,,,,,,,0.412,0.412,0.412,0.412,0.627,0.627,0.627,0.67,Intermediate,Bottom,,,,,,,,,,,,0.999600005,0.516500005,0,,7136
PTPRF,chr1:43592601-43598720,chr1:43592601-43598720,+,exon_skip,TRUE,no,yes,331,FALSE,,,,,,,,,0.438,0.438,0.438,0.646,0.667,0.681,0.694,0.765,Early,Medium,,,,,,,,,,,,,,,,6119
PTPRM,chr18:7946977-7949181,chr18:7926683-7949180,+,donor,TRUE,yes,yes,332,FALSE,0.049,0.049,0.049,0.049,0.049,0.424,Late,Medium,,,,,,,,,,,4.860640602,-3.429862274,2,-2.838898323,-2.198834238,1,,,,,,0.639599991,0.9755,0,,22497
PTPRN,chr2:219297433-219297885,chr2:219297433-219299047,-,donor,TRUE,no,yes,333,FALSE,0.48,0.48,0.48,0.48,0.48,0.738,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.996699995,0.995400006,24,78,1614
PTPRS,chr19:5231615-5238919,chr19:5222220-5238919,-,acceptor,TRUE,no,yes,335,FALSE,,,,,,,,,0.151,0.151,0.151,0.151,0.151,0.151,0.343,0.366,Late,Bottom,,,,,,,,,,,,0.999900001,0.992299998,0,,16699
PTPRS,chr19:5222220-5222689,chr19:5222220-5238919,-,donor,TRUE,no,yes,334,FALSE,,,,,,,,,0.129,0.129,0.129,0.129,0.335,0.335,0.357,0.331,Intermediate,Bottom,,,,,,,,,,,,0.990299994,0.985699999,0,,16699
PWWP2A,chr5:160105676-160108545,chr5:160094065-160108545,-,acceptor,FALSE,yes,yes,336,FALSE,,,,,,,,,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.27,Late,Bottom,1.981063856,2.02034124,5,,,,3.502743814,-5.553254059,5,,,0.096400001,1,0,,14480
PXDN,chr2:1650886-1653628,chr2:1649675-1653628,-,acceptor,FALSE,yes,no,337,FALSE,0.003,0.003,0.109,0.192,0.301,0.516,Intermediate,Top,0.003,0.003,0.003,0.003,0.233,0.294,0.257,0.36,Intermediate,Medium,,,,,,,,,,10.38,2.74,0.249599998,0.996599996,20,138,3953
PXDN,chr2:1649675-1650800,chr2:1649675-1653628,-,donor,FALSE,yes,yes,337,FALSE,0,0,0.125,0.207,0.388,0.612,Intermediate,Top,0.002,0.002,0.002,0.002,0.199,0.314,0.273,0.351,Intermediate,Medium,-2.505657117,3.646090797,4,0.733295624,3.944831434,4,-1.309672319,-1.336760433,2,7,7.03,0.061699999,0.972200006,36,94,3953
RAB20,chr13:110542022-110561348,chr13:110524197-110561348,-,acceptor,FALSE,yes,no,338,FALSE,0.047,0.047,0.047,0.047,0.047,0.872,Early,Top,,,,,,,,,,,,,,,,,,,,6.07,10.07,0.0164,0.993099999,16,134,37151
RAB20,chr13:110524197-110541889,chr13:110524197-110561348,-,donor,FALSE,yes,yes,338,FALSE,0.017,0.017,0.315,0.315,0.681,0.931,Early,Top,,,,,,,,,,,-6.484186173,-7.129639462,1,0.988107623,5.537050596,4,,,,7.94,12.25,0.1957,0.969,40,42,37151
RANBP1,chr22:20122421-20122580,chr22:20122421-20125308,+,acceptor,TRUE,yes,yes,339,FALSE,0.001,0.001,0.001,0.001,0.123,0.48,Intermediate,Top,0.008,0.008,0.008,0.008,0.262,0.381,0.378,0.437,Intermediate,Top,-1.665689205,3.240563029,4,-3.127663371,-2.014375599,1,-2.033485879,-1.02795189,2,2.35,5.67,0.0287,0.995000017,20,138,2887
RANBP1,chr22:20122697-20125308,chr22:20122421-20125308,+,donor,TRUE,yes,no,339,FALSE,0.004,0.004,0.004,0.004,0.004,0.422,Intermediate,Top,0.01,0.01,0.01,0.01,0.219,0.336,0.39,0.376,Intermediate,Medium,,,,,,,,,,6.05,6.96,0.0978,0.633199996,56,110,2887
RANBP1,chr22:20118313-20119013,chr22:20118313-20119013,+,exon_skip,FALSE,yes,yes,340,FALSE,,,,,,,,,0.016,0.016,0.016,0.016,0.016,0.016,0.206,0.174,Late,Bottom,1.239485597,2.826115304,5,,,,2.592933561,-3.907972231,3,,,,,,,698
RAP1GAP,chr1:21598820-21599494,chr1:21598502-21599494,-,acceptor,FALSE,yes,no,341,FALSE,0.001,0.001,0.141,0.141,0.234,0.391,Early,Top,,,,,,,,,,,,,,,,,,,,7.06,7.54,0.0444,0.744699997,0,,992
RAP1GAP,chr1:21598502-21598723,chr1:21598502-21599494,-,donor,FALSE,yes,yes,341,FALSE,0.001,0.001,0.234,0.234,0.22,0.592,Early,Top,,,,,,,,,,,-6.623002738,-8.441953298,1,1.490541521,1.511145423,2,,,,6.51,9.46,0.0017,0.993099999,0,,992
RAPGEFL1,chr17:40178381-40181616,chr17:40178381-40181299,+,donor,TRUE,no,yes,342,FALSE,0.554,0.554,0.759,0.742,0.741,0.932,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.957599998,0.988799995,0,,2918
RASA3,chr13:113992184-113992485,chr13:113981858-113992485,-,acceptor,FALSE,yes,yes,343,FALSE,,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.077,0.152,Late,Bottom,1.719132333,2.301149675,5,,,,3.537599094,-4.823436974,5,,,0.0037,0.9833,24,122,10627
RBCK1,chr20:419731-420871,chr20:419731-422127,+,acceptor,TRUE,no,yes,344,FALSE,0.502,0.502,0.502,0.502,0.658,0.777,Intermediate,Medium,,,,,,,,,,,,,,,,,,,,,,0.998100007,0.967399997,16,126,2396
RBIS,chr8:85214631-85214921,chr8:85214631-85217386,-,donor,TRUE,no,yes,345,FALSE,0.696,0.696,0.696,0.696,0.696,0.902,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.0911,0.885800004,0,,2755
RBM41,chrX:107113468-107115352,chrX:107088839-107115352,-,acceptor,TRUE,no,yes,346,FALSE,0.479,0.479,0.652,0.652,0.652,0.899,Early,Top,,,,,,,,,,,,,,,,,,,,,,1,1,0,,26513
RBM41,chrX:107088839-107113397,chrX:107088839-107115352,-,donor,TRUE,no,no,346,FALSE,0.506,0.506,0.506,0.506,0.506,0.847,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.9889,0.999500006,0,,26513
RBMS3-AS2,chr3:29616479-29617621,chr3:29616479-29641094,-,donor,FALSE,no,yes,347,FALSE,,,,,,,,,0.177,0.177,0.177,0.177,0.177,0.411,0.454,0.577,Late,Medium,,,,,,,,,,,,0.0461,0.112400001,0,,24615
RBSN,chr3:15096710-15099035,chr3:15096710-15099035,-,exon_skip,TRUE,no,yes,348,FALSE,,,,,,,,,0.488,0.488,0.94,0.971,0.932,0.955,0.975,0.973,Early,Top,,,,,,,,,,,,,,,,2325
RD3,chr1:211482314-211483119,chr1:211481429-211491768,-,acceptor,FALSE,no,yes,349,FALSE,0.135,0.135,0.44,0.467,0.573,0.531,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.330799994,0.006,0,,10339
RD3,chr1:211483451-211491768,chr1:211481429-211491768,-,acceptor,FALSE,no,no,349,FALSE,0.323,0.323,0.323,0.483,0.567,0.712,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.464700001,0.919499999,0,,10339
RD3,chr1:211481429-211482271,chr1:211481429-211491768,-,donor,FALSE,no,no,349,FALSE,0.054,0.054,0.182,0.2,0.251,0.312,Early,Bottom,,,,,,,,,,,,,,,,,,,,,,0.605600002,0.497300002,0,,10339
RDM1,chr17:35922675-35924604,chr17:35922675-35925515,-,donor,TRUE,no,yes,350,FALSE,0.328,0.328,0.328,0.575,0.709,0.974,Intermediate,Top,,,,,,,,,,,,,,,,,,,,,,0.414499998,0.0852,0,,2840
REEP6,chr19:1496453-1496591,chr19:1496453-1497174,+,acceptor,TRUE,no,yes,351,FALSE,0.219,0.219,0.673,0.77,0.922,0.993,Early,Top,0.105,0.105,0.419,0.791,0.929,0.996,0.985,0.994,Early,Top,,,,,,,,,,,,0.104000001,0.270700002,28,106,721
REEP6,chr19:1496671-1497174,chr19:1496453-1497174,+,donor,TRUE,no,no,351,FALSE,0.264,0.264,0.681,0.819,0.931,0.995,Early,Top,0.095,0.095,0.39,0.793,0.932,0.995,0.986,0.995,Early,Top,,,,,,,,,,,,0.061199999,0.0028,28,98,721
RELL1,chr4:37631523-37632552,chr4:37631523-37634887,-,donor,FALSE,yes,yes,352,FALSE,0.002,0.002,0.002,0.002,0.002,0.25,Late,Bottom,,,,,,,,,,,7.534500996,-3.385402925,2,-1.776247475,-4.439756819,1,,,,,,0.0029,0.992900008,32,42,3364
RIMBP2,chr12:130428337-130434734,chr12:130428337-130434734,-,exon_skip,TRUE,no,yes,353,FALSE,0.358,0.358,0.358,0.496,0.534,0.686,Intermediate,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,6397
RIMS2,chr8:104148848-104244916,chr8:104223793-104244916,+,donor,TRUE,no,yes,354,FALSE,,,,,,,,,0.505,0.505,0.505,0.505,0.505,0.505,0.707,0.733,Late,Bottom,,,,,,,,,,,,0.996199995,0.96699999,20,86,21123
RNF115,chr1:145788802-145788908,chr1:145784596-145788908,-,acceptor,FALSE,yes,no,355,FALSE,0.031,0.031,0.031,0.031,0.031,0.308,Early,Medium,,,,,,,,,,,,,,,,,,,,4.62,8.35,0.0026,1,0,,4312
RNF115,chr1:145784596-145788612,chr1:145784596-145788908,-,donor,FALSE,yes,yes,355,FALSE,0.02,0.02,0.219,0.217,0.217,0.383,Early,Medium,,,,,,,,,,,-6.586432052,-8.613889952,1,1.737574666,1.255517318,2,,,,10.65,9.22,0.0109,0.999700004,0,,4312
RNF144A,chr2:7030215-7045356,chr2:7030215-7045356,+,exon_skip,FALSE,yes,yes,356,FALSE,0.001,0.001,0.001,0.06,0.07,0.279,Late,Medium,,,,,,,,,,,5.695109256,-4.458282412,6,-1.236250695,-2.493681983,5,,,,,,,,,,15141
RNFT2,chr12:116779348-116788636,chr12:116779348-116833792,+,acceptor,FALSE,yes,yes,357,FALSE,,,,,,,,,0.001,0.001,0.001,0.309,0.355,0.58,0.58,0.68,Early,Top,-1.626423829,9.394501518,9,,,,-1.352632414,1.942982336,4,,,0.923699999,0.999000013,16,90,54444
ROBO1,chr3:78647655-78651732,chr3:78646190-78651732,-,acceptor,TRUE,no,no,358,FALSE,,,,,,,,,0.578,0.578,0.578,0.799,0.785,0.8,0.808,0.846,Early,Bottom,,,,,,,,,,,,1,0.993099993,0,,5542
ROBO1,chr3:78646190-78647629,chr3:78646190-78651732,-,donor,TRUE,no,yes,358,FALSE,,,,,,,,,0.616,0.616,0.616,0.816,0.816,0.823,0.838,0.87,Early,Bottom,,,,,,,,,,,,0.999900001,0.999800003,0,,5542
RPGRIP1L,chr16:53623000-53636439,chr16:53619208-53636439,-,acceptor,FALSE,yes,yes,359,FALSE,0.003,0.003,0.003,0.071,0.071,0.343,Late,Medium,,,,,,,,,,,5.506084227,-4.229501231,6,-1.521933395,-2.197501984,5,,,,,,0.0414,0.987699991,0,,17231
RPTOR,chr17:80892869-80908811,chr17:80892869-80908811,+,exon_skip,FALSE,yes,yes,360,FALSE,0.001,0.001,0.001,0.001,0.001,0.232,Late,Bottom,0.002,0.002,0.002,0.002,0.002,0.354,0.483,0.5,Late,Top,-0.990184902,3.309053443,4,-1.643688179,-4.791561791,1,-1.758569636,-1.851363321,2,,,,,,,15942
RSF1,chr11:77813787-77820528,chr11:77764689-77820528,-,acceptor,FALSE,yes,yes,361,TRUE,0.001,0.001,0.001,0.001,0.197,0.221,Intermediate,Bottom,,,,,,,,,,,5.611062282,-5.059452479,6,-0.485999565,-2.226012652,5,,,,,,0.038500001,0.9792,48,26,55839
RTBDN,chr19:12829997-12830612,chr19:12829997-12834785,-,donor,TRUE,yes,yes,362,FALSE,0.002,0.002,0.002,0.002,0.002,0.287,Late,Medium,,,,,,,,,,,6.364778495,-3.164873077,2,-2.121790601,-3.714161121,1,,,,,,0.517799997,0.803299993,0,,4788
RUFY2,chr10:68376972-68379424,chr10:68378670-68379424,-,acceptor,TRUE,no,yes,363,FALSE,,,,,,,,,0.499,0.499,0.608,0.799,0.799,0.765,0.762,0.781,Early,Medium,,,,,,,,,,,,1,0.996699995,0,,754
RUFY3,chr4:70789592-70793785,chr4:70789592-70791225,+,acceptor,TRUE,no,yes,364,FALSE,0.279,0.279,0.538,0.55,0.515,0.622,Early,Medium,,,,,,,,,,,,,,,,,,,,,,1,0.994900006,16,62,1633
RWDD1,chr6:116571655-116572858,chr6:116571655-116580295,+,acceptor,TRUE,no,no,365,FALSE,0.099,0.219,0.407,0.423,0.484,0.536,Early,Top,0.139,0.139,0.374,0.358,0.354,0.376,0.394,0.388,Early,Bottom,,,,,,,,,,,,0.999900001,0.999700004,16,126,8640
RWDD1,chr6:116572985-116574058,chr6:116571655-116574058,+,donor,TRUE,no,yes,365,FALSE,0.345,0.345,0.882,0.882,0.893,0.958,Early,Top,0.645,0.645,0.92,0.964,0.953,0.946,0.954,0.957,Early,Medium,,,,,,,,,,,,0.99780001,0.987599999,16,2,2403
SBF1,chr22:50467001-50467338,chr22:50466710-50467338,-,acceptor,TRUE,no,yes,366,FALSE,0.11,0.11,0.11,0.223,0.223,0.454,Intermediate,Medium,0.116,0.116,0.116,0.116,0.321,0.321,0.367,0.431,Intermediate,Medium,,,,,,,,,,,,0.999800003,0.9472,24,42,628
SBF1,chr22:50466710-50466978,chr22:50466710-50467338,-,donor,TRUE,no,no,366,FALSE,0.064,0.064,0.064,0.064,0.064,0.317,Intermediate,Bottom,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.345,Intermediate,Bottom,,,,,,,,,,,,0.999700004,0.96400001,20,54,628
SCAMP5,chr15:75009940-75011792,chr15:74995673-75011792,+,donor,TRUE,no,yes,367,FALSE,,,,,,,,,0.254,0.254,0.254,0.474,0.505,0.637,0.637,0.669,Early,Medium,,,,,,,,,,,,0.0256,0.994800001,0,,16119
SCARB1,chr12:124782811-124786357,chr12:124778586-124786357,-,acceptor,TRUE,no,no,368,FALSE,,,,,,,,,0.276,0.276,0.276,0.276,0.276,0.276,0.449,0.552,Intermediate,Bottom,,,,,,,,,,,,0.997199994,0.0151,0,,7771
SCARB1,chr12:124778586-124782683,chr12:124778586-124786357,-,donor,TRUE,no,yes,368,FALSE,,,,,,,,,0.345,0.345,0.345,0.345,0.588,0.593,0.597,0.709,Intermediate,Medium,,,,,,,,,,,,0.971100003,0.055400001,0,,7771
SEC22C,chr3:42553448-42555930,chr3:42548657-42555930,-,acceptor,TRUE,no,yes,369,FALSE,,,,,,,,,0.538,0.538,0.748,0.755,0.762,0.75,0.771,0.772,Early,Bottom,,,,,,,,,,,,0.9995,0.99600001,0,,7273
SEMA3F,chr3:50174350-50175096,chr3:50174350-50176768,+,acceptor,TRUE,yes,yes,370,FALSE,0.024,0.024,0.972,0.972,0.972,0.974,Early,Top,,,,,,,,,,,-6.724453418,-6.847235175,1,0.754588082,7.026925175,3,,,,,,0.1298,0.1454,20,70,2418
SEPTIN6,chrX:119625379-119629318,chrX:119618786-119629318,-,acceptor,TRUE,no,yes,371,FALSE,,,,,,,,,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.511,Late,Bottom,,,,,,,,,,,,1,0.998800004,16,14,10532
