gene_name,paste_into_igv_junction,junc_cat,baseline_PSI,contrast_PSI,comparison,strand,is_cryptic,n_significant_data
EHMT1,chr9:137778055-137790848,novel_exon_skip,0.0044,0.1008,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,2
EHMT1,chr9:137778055-137790848,novel_exon_skip,0.0039,0.1048,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,2
ADARB2,chr10:1376218-1379074,novel_acceptor,0.0078,0.3043,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,3
ADARB2,chr10:1376172-1379074,novel_acceptor,0.0015,0.1986,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
ADARB2,chr10:1645966-1737051,novel_acceptor,0.0194,0.2069,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,3
ADARB2,chr10:1363917-1376104,novel_donor,0.0012,0.1026,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
SDHAP3,chr5:1579507-1584984,novel_acceptor,0.0411,0.2227,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
DDX39B,chr6:31540534-31541396,annotated,0.023,0.1232,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
MSH5,chr6:31744581-31746142,annotated,0.0435,0.2088,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,2
TENM3,chr4:182743419-182751803,novel_acceptor,0.026,0.1704,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
TENM3,chr4:182743419-182751803,novel_acceptor,0.0254,0.1723,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
LINC01503,chr9:129337959-129338792,novel_donor,0.0027,0.7455,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,4
CENPS-CORT,chr1:10430568-10451377,ambig_gene,0.0035,0.1802,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
ZFP91-CNTF,chr11:58616815-58616993,ambig_gene,0.007,0.3833,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,2
ZFP91-CNTF,chr11:58617054-58617196,ambig_gene,0.0108,0.4005,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,2
RP4-583P15.15,chr20:63708979-63732003,none,0.0103,0.2222,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
RP4-583P15.15,chr20:63709164-63732003,ambig_gene,8e-04,0.4182,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,6
RP4-583P15.15,chr20:63732045-63733219,ambig_gene,0.0163,0.65,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,6
LMO1,chr11:8230504-8233975,novel_donor,0.0289,0.1774,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
DENND2B,chr11:8780251-8811247,novel_acceptor,0.0022,0.1117,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,2
DENND2B,chr11:8750725-8776192,annotated,0.0256,0.3547,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,5
MYO1A,chr12:57043358-57049887,annotated,0.0172,0.1634,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
ATF5,chr19:49931230-49932421,none,0.0497,0.2304,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,3
KRT8,chr12:52905027-52949456,annotated,0.0317,0.1137,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
PHYHD1,chr9:128937778-128940599,novel_exon_skip,0.0488,0.1155,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
HERC2P3,chr15:20439197-20439322,none,0.0052,0.2359,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
TXNRD2,chr22:19931095-19941701,annotated,0.0188,0.1728,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
TXNRD2,chr22:19931095-19941701,annotated,0.018,0.1765,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
ARL15,chr5:54171928-54242070,novel_donor,0.0039,0.2381,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,4
CPLANE1,chr5:37227817-37230662,annotated,0.0315,0.1579,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
ZKSCAN8,chr6:28148838-28149483,annotated,0.0424,0.1282,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
SEPTIN7P2,chr7:45728313-45735607,novel_donor,0.0466,0.5389,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,7
ETV5,chr3:186104572-186105305,novel_acceptor,0.0121,0.4076,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,4
RP11-509A17.3,chr15:20348414-20356388,none,0.0306,0.8776,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
RP11-509A17.3,chr15:20356586-20358874,novel_donor,0.0016,0.2569,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
RP11-509A17.3,chr15:20356726-20358874,novel_donor,0.0463,0.5563,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
ATG4B,chr2:241651336-241651883,none,0.0333,0.1011,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
ATG4B,chr2:241666839-241667811,none,0.0341,0.1301,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
ATG4B,chr2:241668985-241670726,novel_donor,0.001,0.6069,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,7
ATG4B,chr2:241669863-241670560,none,0.0357,0.3483,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
PPIP5K1,chr15:43554687-43558795,novel_acceptor,0.0158,0.2257,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,3
LRRC45,chr17:82026721-82026899,novel_donor,0.0037,0.1416,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
EP400,chr12:131992230-132005077,novel_exon_skip,0.0449,0.8833,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,10
EP400,chr12:131992230-132005077,novel_exon_skip,0.0372,0.8712,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,10
ZNF529,chr19:36572392-36573043,novel_donor,0.049,0.7712,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,5
ZNF529,chr19:36556197-36573043,novel_donor,0.0046,0.201,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,2
ZNF512B,chr20:63964716-63964864,novel_donor,0.0011,0.1375,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
MCM3AP-AS1,chr21:46229266-46240834,annotated,0.0198,0.2002,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
MSH5-SAPCD1,chr6:31740062-31741163,ambig_gene,0.0365,0.123,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
ARHGAP23,chr17:38460932-38462640,novel_acceptor,0.0015,0.2346,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,2
HECTD4,chr12:112375904-112381952,novel_acceptor,0.0386,0.2195,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
DLGAP1-AS1,chr18:3594484-3597176,annotated,0.0447,0.105,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
AGRN,chr1:1044439-1044892,novel_acceptor,0.0127,0.3063,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,2
AGRN,chr1:1044440-1044751,none,0.0079,0.2434,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,5
AGRN,chr1:1044987-1045161,novel_donor,0.0171,0.439,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,2
AGRN,chr1:1045080-1045161,novel_donor,0.0068,0.1703,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
AGRN,chr1:1045081-1045160,none,0.0079,0.1629,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,5
ZGPAT,chr20:63708979-63732003,none,0.0103,0.2222,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
ZGPAT,chr20:63709164-63732003,ambig_gene,8e-04,0.4182,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,6
ZGPAT,chr20:63732045-63733219,ambig_gene,0.0163,0.65,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,6
RP11-206L10.17,chr1:732207-733307,ambig_gene,0.0072,0.21,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
RP11-206L10.17,chr1:732207-733307,ambig_gene,0.0035,0.1824,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,1
AC009133.12,chr16:29808721-29810194,none,0.0027,0.1938,controlfergusonhela-tdp43kdfergusonhela,-,TRUE,2
CTC-338M12.9,chr5:181281651-181283342,novel_donor,0.0152,0.1425,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
CTC-338M12.9,chr5:181281651-181283342,novel_donor,0.0153,0.1346,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
RP11-101E3.5,chr9:128952846-128956141,ambig_gene,6e-04,0.9967,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,5
RP11-101E3.5,chr9:128956174-128956350,ambig_gene,0.0015,0.7602,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,5
RP11-101E3.5,chr9:128956182-128956350,ambig_gene,4e-04,0.2376,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
TUG1,chr22:30969386-30971251,annotated,0.0324,0.1687,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
PDCD6-AHRR,chr5:304221-353730,ambig_gene,0.0097,0.1553,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
PDCD6-AHRR,chr5:370338-376610,ambig_gene,0.0383,0.1326,controlfergusonhela-tdp43kdfergusonhela,+,TRUE,1
SPAST,chr2:32064246-32087495,annotated,0.0343,0.3134,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
SNAP91,chr6:83593260-83593477,none,0.003,0.1814,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
SNAP91,chr6:83593260-83593477,none,0.0042,0.1927,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
IGSF9B,chr11:133927091-133930984,novel_exon_skip,0.0226,0.165,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
ATRX,chrX:77717243-77785845,annotated,0.0034,0.203,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
ATRX,chrX:77717243-77785845,annotated,0.0047,0.2202,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
MTIF2,chr2:55266518-55267569,annotated,0.0302,0.1511,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
RAD54L,chr1:46260162-46260541,none,0.0439,0.1906,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
RAD54L,chr1:46270786-46271367,none,0.0267,0.1989,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
RAD54L,chr1:46273465-46273594,novel_acceptor,0.0148,0.1298,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
RAD54L,chr1:46260162-46260541,none,0.0468,0.2118,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
RAD54L,chr1:46273465-46273594,novel_acceptor,0.0148,0.1327,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
PPIL2,chr22:21693873-21694365,none,0.0199,0.1451,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ZNF821,chr16:71880023-71881317,annotated,0.0455,0.2454,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
GPI,chr19:34392042-34392193,none,0.0229,0.1059,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
PPFIBP1,chr12:27673827-27676428,annotated,0.0465,0.1909,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
KLF7,chr2:207165706-207166757,annotated,0.0283,0.1123,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
GPSM2,chr1:108885578-108896317,novel_acceptor,0.0031,0.3028,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,6
GPSM2,chr1:108896431-108896864,novel_donor,0.0025,0.3302,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,7
THOC2,chrX:123620671-123620906,none,0.0447,0.1005,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
IVD,chr15:40406351-40407635,none,0.0457,0.1599,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ECSIT,chr19:11507562-11507991,annotated,0.005,0.2032,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
ACAP3,chr1:1300069-1300153,none,0.0353,0.2479,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
ACAP3,chr1:1300069-1300153,none,0.0384,0.2509,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
LIG3,chr17:34980622-34983232,annotated,0.0044,0.1913,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
LIG3,chr17:34980622-34983232,annotated,0.0041,0.1667,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ZNF263,chr16:3286149-3289393,novel_exon_skip,0.0057,0.1078,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
OSBPL5,chr11:3093053-3093384,none,0.0188,0.1655,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
METTL1,chr12:57769678-57771094,annotated,0.0342,0.1971,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
ERCC8,chr5:60903716-60904788,annotated,0.0087,0.2405,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
MARK2,chr11:63906114-63908260,annotated,0.0032,0.1957,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
AACS,chr12:125076611-125078096,annotated,0.0063,0.182,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
CHGB,chr20:5914713-5916326,annotated,0.0483,0.1691,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,5
PPP6R2,chr22:50389111-50393893,novel_exon_skip,0.0109,0.1331,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ARHGEF7,chr13:111153991-111209872,novel_exon_skip,0.0057,0.1597,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
MPG,chr16:83203-85401,novel_donor,0.0035,0.1022,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
AKT2,chr19:40236104-40237969,annotated,0.0192,0.1423,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,2
AKT2,chr19:40236104-40237969,annotated,0.0257,0.1659,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,2
SH3D19,chr4:151159352-151174670,annotated,0.0225,0.2521,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
SH3D19,chr4:151159352-151174670,annotated,0.0199,0.2742,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
SOD2,chr6:159679298-159682474,annotated,0.0346,0.2378,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
ACTR1B,chr2:97660647-97661881,none,0.0193,0.1065,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
ARHGEF2,chr1:155966479-155969156,novel_exon_skip,0.0228,0.3708,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
ARHGEF2,chr1:155966479-155969156,novel_exon_skip,0.0315,0.4687,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
FASTKD2,chr2:206765654-206766644,annotated,0.0396,0.2925,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
DCAF4,chr14:72959028-72959111,annotated,0.0192,0.176,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
MTRR,chr5:7875375-7877949,annotated,0.0056,0.1472,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
USP9X,chrX:41086109-41087617,novel_acceptor,0.0109,0.1625,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
PXDN,chr2:1649675-1650800,novel_donor,0.0062,0.1088,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,6
ACLY,chr17:41913900-41930358,annotated,0.0083,0.1224,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
AK2,chr1:33014594-33021593,annotated,0.0415,0.1848,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,2
ZFP64,chr20:52119518-52160123,novel_acceptor,0.006,0.1017,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
GBA2,chr9:35741065-35741319,none,0.036,0.1617,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
MBD3,chr19:1581269-1584540,ambig_gene,0.0039,0.2103,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
MBD3,chr19:1581269-1584540,ambig_gene,0.002,0.1326,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
MAST2,chr1:45882395-45911040,novel_acceptor,0.0037,0.1221,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
TRIOBP,chr22:37751828-37755101,annotated,0.0102,0.2069,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
SDR39U1,chr14:24441795-24442346,annotated,0.0495,0.1207,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
BUD31,chr7:99409005-99409084,none,0.0045,0.3584,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
FBXL15,chr10:102421307-102421353,none,0.005,0.1495,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ASB3,chr2:53763606-53765377,annotated,0.041,0.2078,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
ANKRD13C,chr1:70292549-70293504,novel_donor,0.0041,0.232,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
ZNF639,chr3:179324993-179327561,annotated,0.0287,0.1487,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
HECTD3,chr1:45005884-45005996,none,0.0109,0.1705,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
UNC13A,chr19:17642541-17642845,novel_acceptor,0.0045,0.3004,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,6
UNC13A,chr19:17642592-17642844,none,0.0045,0.1164,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,3
UNC13A,chr19:17641556-17642414,novel_donor,0.006,0.2342,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,6
UNC13A,chr19:17641557-17642413,none,0.006,0.1295,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,3
RECQL,chr12:21499615-21501463,annotated,0.0438,0.1984,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
FTSJ1,chrX:48476396-48481426,annotated,0.0068,0.169,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ACADVL,chr17:7220197-7220604,annotated,0.0395,0.1395,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ACADVL,chr17:7220198-7220437,none,0.005,0.1587,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ACADVL,chr17:7224069-7224321,annotated,0.0301,0.1013,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ACADVL,chr17:7224244-7224280,none,0.0031,0.1443,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
BCAP29,chr7:107613732-107618328,annotated,0.0409,0.1202,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
EPB41L3,chr18:5394794-5395049,none,0.0242,0.1173,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
EPB41L3,chr18:5394794-5395049,none,0.025,0.1548,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
VRK3,chr19:50009289-50016024,annotated,0.0069,0.1521,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
WASL,chr7:123684580-123692347,novel_exon_skip,0.0098,0.122,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,8
WASL,chr7:123684580-123692347,novel_exon_skip,0.0111,0.1518,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,8
NPDC1,chr9:137040985-137041061,none,0.014,0.1513,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
RPL19,chr17:39200744-39200962,none,0.0439,0.1836,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ING4,chr12:6653396-6663065,annotated,0.0044,0.1017,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
RWDD1,chr6:116572985-116580295,annotated,0.0443,0.1262,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ARFGEF2,chr20:48963898-48965875,annotated,0.0407,0.2561,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
MEIS2,chr15:37096507-37097270,none,0.0252,0.1027,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,2
MICAL1,chr6:109446412-109446679,novel_donor,0.0025,0.1556,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
MICAL1,chr6:109448394-109448731,none,0.0161,0.1294,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
MICAL1,chr6:109448880-109449399,none,0.0482,0.1037,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
THAP12,chr11:76364432-76365780,novel_combo,0.0075,0.1401,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
ST7,chr7:117209937-117229762,annotated,0.0225,0.1517,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ST7,chr7:117209937-117229762,annotated,0.0175,0.2062,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
TRIO,chr5:14488260-14489030,novel_acceptor,0.0027,0.2807,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,2
TRIO,chr5:14488261-14488447,none,0.0233,0.1084,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
TRIO,chr5:14489069-14492567,annotated,0.0013,0.1213,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,2
TRIO,chr5:14489817-14492567,novel_donor,0.0241,0.1382,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
TCOF1,chr5:150392177-150392704,none,0.0482,0.1266,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
SPEG,chr2:219464608-219467174,annotated,0.0049,0.1552,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
KCNQ2,chr20:63439708-63444659,novel_exon_skip,0.025,0.3862,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,9
KCNQ2,chr20:63439708-63444659,novel_exon_skip,0.038,0.4816,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,9
WDR62,chr19:36097080-36099398,none,0.0077,0.1635,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
SLC25A24,chr1:108185954-108195432,novel_donor,0.0146,0.1658,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
STMN2,chr8:79611214-79616822,novel_acceptor,0.0085,0.2665,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,8
STMN2,chr8:79611434-79611734,none,0.0341,0.1369,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,2
CCNJ,chr10:96044462-96056701,novel_exon_skip,0.0278,0.1613,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,2
STN1,chr10:103897719-103898293,annotated,0.0333,0.1705,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
SNX15,chr11:65032271-65032431,annotated,0.0297,0.1142,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
PHF1,chr6:33414829-33415235,novel_exon_skip,0.0031,0.1184,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
PHF1,chr6:33414829-33415235,novel_exon_skip,0.0035,0.1047,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
BIRC6,chr2:32463282-32464509,novel_donor,0.0237,0.1804,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
DNMT3A,chr2:25237005-25237139,novel_donor,0.001,0.1446,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,2
CLCC1,chr1:108936401-108937077,annotated,0.0056,0.1006,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
STX16,chr20:58670603-58673631,annotated,0.0296,0.159,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
STX16,chr20:58670603-58673631,annotated,0.0279,0.1517,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
SLC35B3,chr6:8430157-8435343,annotated,0.0336,0.1628,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
PHF21A,chr11:45935246-45935636,annotated,0.023,0.1674,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
WDR54,chr2:74423385-74423855,novel_exon_skip,0.0431,0.1333,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
WDR54,chr2:74423532-74423854,none,0.0222,0.1079,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
SCMH1,chr1:41143112-41159725,annotated,0.0191,0.12,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
BRD9,chr5:881182-886592,novel_exon_skip,0.0019,0.1011,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,2
TRAF3IP2,chr6:111566560-111567216,annotated,0.0428,0.1918,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
RFXANK,chr19:19200894-19201648,none,0.0028,0.2053,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
USP33,chr1:77697475-77697608,none,0.0106,0.1371,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
USP33,chr1:77713281-77717867,novel_exon_skip,0.0225,0.1696,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
RNF31,chr14:24158199-24160239,annotated,0.0069,0.1187,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
CIRBP,chr19:1273715-1274307,annotated,0.0311,0.1672,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
ISYNA1,chr19:18436479-18437860,novel_exon_skip,0.0409,0.2277,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,2
CDK6,chr7:92833690-92833873,annotated,0.0353,0.1415,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
TAF6,chr7:100107624-100107925,none,0.0428,0.182,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
PLOD3,chr7:101212374-101212842,annotated,0.0091,0.207,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
CYTH1,chr17:78696009-78698269,annotated,0.0386,0.1719,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
CYTH1,chr17:78692493-78696007,annotated,0.037,0.1723,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
P3H3,chr12:6833644-6833925,annotated,0.0205,0.1594,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
UHRF1BP1L,chr12:100108548-100128580,annotated,0.0366,0.1852,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
HARS2,chr5:140691756-140693491,annotated,0.0165,0.1555,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
HARS2,chr5:140698079-140698492,none,0.0064,0.1679,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
UBE3A,chr15:25407262-25409088,annotated,0.0328,0.1056,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
THADA,chr2:43232882-43286908,novel_exon_skip,0.0247,0.1187,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
MTERF4,chr2:241094429-241097243,annotated,0.0132,0.1364,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,1
RBCK1,chr20:408779-409830,annotated,0.0031,0.1733,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
STXBP1,chr9:127686538-127690133,none,0.0237,0.1572,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
PREB,chr2:27132082-27132603,annotated,0.0354,0.144,controlappocherskndz-tdp43kdappocherskndz,-,TRUE,3
NME1-NME2,chr17:51161273-51166826,none,0.0115,0.2289,controlappocherskndz-tdp43kdappocherskndz,+,TRUE,1
