paste_into_igv_junction,color_gene_name,Control_Control,Cycloheximide_Control,Control_TDP43KD,Cycloheximide_TDP43KD,normal_cryptic_chx,chx_cryptic,chx_effect,gene_name,gene_id,ensgene
chr10:45769618-45771643,NMD rescued,0.007,0.0382,0.0021,0.1044,FALSE,TRUE,Dark cryptic,WASHC2C,ENSG00000172661.19,ENSG00000172661
chr3:40532563-40537045,NMD rescued,0.0068,0.0163,0.0019,0.1581,FALSE,TRUE,Dark cryptic,ZNF621,ENSG00000172888.12,ENSG00000172888
chr11:71499039-71501302,non-NMD rescued,0.0358,0.0333,0.1552,0.1257,TRUE,TRUE,non-NMD rescued,NADSYN1,ENSG00000172890.13,ENSG00000172890
chr12:112163737-112167317,non-NMD rescued,0.0371,0.0332,0.0313,0.1263,FALSE,TRUE,Dark cryptic,HECTD4,ENSG00000173064.14,ENSG00000173064
chr12:112219489-112224991,non-NMD rescued,0.0152,0.0047,0.0404,0.1302,FALSE,TRUE,Dark cryptic,HECTD4,ENSG00000173064.14,ENSG00000173064
chr18:70060042-70065757,non-NMD rescued,0.0071,0.0364,0.0388,0.1103,FALSE,TRUE,Dark cryptic,RTTN,ENSG00000176225.15,ENSG00000176225
chr18:70150090-70150608,non-NMD rescued,0.0175,0.04,0.1313,0.1593,TRUE,TRUE,non-NMD rescued,RTTN,ENSG00000176225.15,ENSG00000176225
chr4:55965859-55969067,non-NMD rescued,0.0075,0.0361,0.0392,0.1026,FALSE,TRUE,Dark cryptic,CEP135,ENSG00000174799.11,ENSG00000174799
chr6:157543801-157592988,non-NMD rescued,0.029,0.0137,0.0134,0.1052,FALSE,TRUE,Dark cryptic,ZDHHC14,ENSG00000175048.17,ENSG00000175048
chr11:108715966-108717355,NMD rescued,0.0405,0.0488,0.0057,0.1177,FALSE,TRUE,Dark cryptic,DDX10,ENSG00000178105.11,ENSG00000178105
chr11:108723462-108767937,non-NMD rescued,0.0083,0.0356,0.0059,0.1057,FALSE,TRUE,Dark cryptic,DDX10,ENSG00000178105.11,ENSG00000178105
chr15:34360827-34361169,NMD rescued,0.0024,0.0481,0.0074,0.1081,FALSE,TRUE,Dark cryptic,LPCAT4,ENSG00000176454.14,ENSG00000176454
chr19:4055247-4064248,non-NMD rescued,0.0098,0.0244,0.0784,0.122,FALSE,TRUE,non-NMD rescued,ZBTB7A,ENSG00000178951.9,ENSG00000178951
chr17:8234655-8235053,NMD rescued,0.0103,0.0311,0.003,0.1209,FALSE,TRUE,Dark cryptic,CTC1,ENSG00000178971.16,ENSG00000178971
chr18:61816598-61867997,NMD rescued,0.007,0.0265,0.0289,0.1832,FALSE,TRUE,Dark cryptic,RNF152,ENSG00000176641.11,ENSG00000176641
chr2:241558993-241570125,NMD rescued,0.0119,0.0355,0.0125,0.1279,FALSE,TRUE,Dark cryptic,BOK,ENSG00000176720.6,ENSG00000176720
chr5:179575648-179577075,non-NMD rescued,0.007,0.0333,0.0165,0.1009,FALSE,TRUE,Dark cryptic,RUFY1,ENSG00000176783.15,ENSG00000176783
chr9:137148791-137149009,non-NMD rescued,0.0058,0.0297,0.021,0.1016,FALSE,TRUE,Dark cryptic,GRIN1,ENSG00000176884.16,ENSG00000176884
chr17:18335676-18340042,non-NMD rescued,0.0057,0.0025,0.0026,0.1015,FALSE,TRUE,Dark cryptic,SHMT1,ENSG00000176974.20,ENSG00000176974
chr17:18344311-18347496,NMD rescued,0.0027,0.0393,0.0074,0.1717,FALSE,TRUE,Dark cryptic,SHMT1,ENSG00000176974.20,ENSG00000176974
chr17:18343050-18347496,non-NMD rescued,0.0027,0.0249,0.0404,0.1209,FALSE,TRUE,Dark cryptic,SHMT1,ENSG00000176974.20,ENSG00000176974
chr17:18330781-18335736,NMD rescued,0.0084,0.0095,0.0034,0.1253,FALSE,TRUE,Dark cryptic,SHMT1,ENSG00000176974.20,ENSG00000176974
chr19:49141513-49141845,NMD rescued,0.0074,0.0041,0.0292,0.1474,FALSE,TRUE,Dark cryptic,PPFIA3,ENSG00000177380.14,ENSG00000177380
chr8:142542632-142543403,non-NMD rescued,0.0067,0.0155,0.0787,0.106,FALSE,TRUE,non-NMD rescued,ADGRB1,ENSG00000181790.11,ENSG00000181790
chr4:37632656-37634887,NMD rescued,0.0068,0.0031,0.1651,0.556,TRUE,TRUE,NMD rescued,RELL1,ENSG00000181826.10,ENSG00000181826
chr4:37631523-37632552,NMD rescued,0.0068,0.0031,0.1847,0.6572,TRUE,TRUE,NMD rescued,RELL1,ENSG00000181826.10,ENSG00000181826
chr10:124046724-124092227,non-NMD rescued,0.0325,0.0168,0.038,0.1095,FALSE,TRUE,Dark cryptic,CHST15,ENSG00000182022.18,ENSG00000182022
chr7:152079408-152079565,non-NMD rescued,0.0312,0.0296,0.1783,0.1111,TRUE,TRUE,non-NMD rescued,GALNT11,ENSG00000178234.13,ENSG00000178234
chr17:81564077-81565505,NMD rescued,0.0119,0.0045,0.0242,0.2015,FALSE,TRUE,Dark cryptic,NPLOC4,ENSG00000182446.14,ENSG00000182446
chr12:123988138-124003493,non-NMD rescued,0.0055,0.0468,0.1144,0.1748,TRUE,TRUE,NMD rescued,ZNF664,ENSG00000179195.16,ENSG00000179195
chr1:226156780-226159184,non-NMD rescued,0.0024,0.001,0.136,0.1861,TRUE,TRUE,NMD rescued,ACBD3,ENSG00000182827.9,ENSG00000182827
chr21:45504043-45505817,NMD rescued,0.0048,0.0106,0.0413,0.1739,FALSE,TRUE,Dark cryptic,COL18A1,ENSG00000182871.16,ENSG00000182871
chr21:45504043-45511093,non-NMD rescued,0.0175,0.0497,0.2337,0.2056,TRUE,TRUE,non-NMD rescued,COL18A1,ENSG00000182871.16,ENSG00000182871
chrX:153795753-153796434,NMD rescued,0.0068,0.0239,0.0123,0.1248,FALSE,TRUE,Dark cryptic,SSR4,ENSG00000180879.14,ENSG00000180879
chr9:137778055-137782291,non-NMD rescued,0.0031,5e-04,0.1498,0.2201,TRUE,TRUE,NMD rescued,EHMT1,ENSG00000181090.21,ENSG00000181090
chr9:137778055-137790848,NMD rescued,0.0127,0.0445,0.2065,0.5927,TRUE,TRUE,NMD rescued,EHMT1,ENSG00000181090.21,ENSG00000181090
chr9:137778055-137782291,NMD rescued,0.0036,6e-04,0.1326,0.5239,TRUE,TRUE,NMD rescued,EHMT1,ENSG00000181090.21,ENSG00000181090
chr5:69292362-69300012,NMD rescued,0.0119,0.0466,0.0223,0.1266,FALSE,TRUE,Dark cryptic,CCDC125,ENSG00000183323.13,ENSG00000183323
chr9:5924845-5926907,non-NMD rescued,0.03,0.0395,0.0911,0.178,FALSE,TRUE,Dark cryptic,KIAA2026,ENSG00000183354.12,ENSG00000183354
chr12:131992230-132005077,non-NMD rescued,0.0138,0.0249,0.8963,0.9047,TRUE,TRUE,non-NMD rescued,EP400,ENSG00000183495.14,ENSG00000183495
chr12:132023941-132027437,non-NMD rescued,0.0085,0.0401,0.0295,0.1235,FALSE,TRUE,Dark cryptic,EP400,ENSG00000183495.14,ENSG00000183495
chr12:132023941-132027437,NMD rescued,0.0091,0.0486,0.0457,0.1537,FALSE,TRUE,Dark cryptic,EP400,ENSG00000183495.14,ENSG00000183495
chr22:21488023-21491994,non-NMD rescued,0.0077,0.0419,0.0613,0.1357,FALSE,TRUE,Dark cryptic,PI4KAP2,ENSG00000183506.17,ENSG00000183506
chr21:45755452-45788298,non-NMD rescued,0.0107,0.0194,0.1806,0.1972,TRUE,TRUE,non-NMD rescued,PCBP3,ENSG00000183570.17,ENSG00000183570
chr16:14919126-14919863,NMD rescued,0.0085,0.028,0.0033,0.1181,FALSE,TRUE,Dark cryptic,PKD1P3,ENSG00000183458.14,ENSG00000183458
chr5:21456144-21459678,NMD rescued,0.0312,0.0463,0.0258,0.1392,FALSE,TRUE,Dark cryptic,GUSBP1,ENSG00000183666.17,ENSG00000183666
chr21:45932362-45932747,NMD rescued,0.0089,0.0031,0.005,0.1891,FALSE,TRUE,Dark cryptic,PCBP3,ENSG00000183570.17,ENSG00000183570
chr21:45932586-45932843,NMD rescued,0.0179,0.0061,0.01,0.2167,FALSE,TRUE,Dark cryptic,PCBP3,ENSG00000183570.17,ENSG00000183570
chr21:45932490-45932587,NMD rescued,0.0051,0.0014,0.0025,0.107,FALSE,TRUE,Dark cryptic,PCBP3,ENSG00000183570.17,ENSG00000183570
chr1:39511363-39511787,NMD rescued,0.0257,0.0225,0.0051,0.2276,FALSE,TRUE,Dark cryptic,BMP8A,ENSG00000183682.8,ENSG00000183682
chr5:120464645-120672016,non-NMD rescued,0.0051,0.003,0.1911,0.1307,TRUE,TRUE,non-NMD rescued,PRR16,ENSG00000184838.15,ENSG00000184838
chr5:120672228-120685954,non-NMD rescued,0.0046,0.0018,0.3386,0.315,TRUE,TRUE,non-NMD rescued,PRR16,ENSG00000184838.15,ENSG00000184838
chr22:29310998-29311976,non-NMD rescued,0.0108,0.0296,0.0698,0.1034,FALSE,TRUE,non-NMD rescued,GAS2L1,ENSG00000185340.15,ENSG00000185340
chr3:19450274-19451155,non-NMD rescued,0.0039,0.041,0.0154,0.1107,FALSE,TRUE,Dark cryptic,KCNH8,ENSG00000183960.9,ENSG00000183960
chr4:53143787-53145333,non-NMD rescued,0.0088,0.001,0.0682,0.1092,FALSE,TRUE,non-NMD rescued,SCFD2,ENSG00000184178.16,ENSG00000184178
chr19:36915022-36916011,NMD rescued,0.0114,0.0188,0.0166,0.1441,FALSE,TRUE,Dark cryptic,ZNF829,ENSG00000185869.15,ENSG00000185869
chr19:36915022-36916011,non-NMD rescued,0.0094,0.0142,0.012,0.1098,FALSE,TRUE,Dark cryptic,ZNF829,ENSG00000185869.15,ENSG00000185869
chrX:155610943-155612792,non-NMD rescued,0.0028,0.0089,0.0625,0.1066,FALSE,TRUE,non-NMD rescued,TMLHE,ENSG00000185973.12,ENSG00000185973
chr13:113992184-113992485,non-NMD rescued,0.01,0.0023,0.1152,0.1746,TRUE,TRUE,NMD rescued,RASA3,ENSG00000185989.11,ENSG00000185989
chr19:36450001-36489486,non-NMD rescued,0.0185,0.0417,0.117,0.2055,TRUE,TRUE,NMD rescued,ZNF566,ENSG00000186017.15,ENSG00000186017
chr19:44072291-44074522,non-NMD rescued,0.0256,0.0449,0.0656,0.129,FALSE,TRUE,Dark cryptic,ZNF284,ENSG00000186026.7,ENSG00000186026
chr3:44642217-44646491,NMD rescued,0.0078,0.0291,0.016,0.1712,FALSE,TRUE,Dark cryptic,ZNF197,ENSG00000186448.15,ENSG00000186448
chr2:1961302-1979165,non-NMD rescued,0.0084,0.0251,0.0777,0.1228,FALSE,TRUE,non-NMD rescued,MYT1L,ENSG00000186487.20,ENSG00000186487
chr15:90221765-90223838,NMD rescued,0.0192,0.0263,0.0089,0.1515,FALSE,TRUE,Dark cryptic,SEMA4B,ENSG00000185033.14,ENSG00000185033
chr10:116886566-116889094,non-NMD rescued,0.0062,0.0463,0.5443,0.3015,TRUE,TRUE,non-NMD rescued,SHTN1,ENSG00000187164.20,ENSG00000187164
chr16:89771814-89772242,NMD rescued,0.0217,0.0369,0.0032,0.1217,FALSE,TRUE,Dark cryptic,FANCA,ENSG00000187741.15,ENSG00000187741
chr1:1044439-1044888,NMD rescued,7e-04,3e-04,0.0397,0.1798,FALSE,TRUE,Dark cryptic,AGRN,ENSG00000188157.15,ENSG00000188157
chr1:1044439-1044892,non-NMD rescued,7e-04,0.0019,0.2668,0.1675,TRUE,TRUE,non-NMD rescued,AGRN,ENSG00000188157.15,ENSG00000188157
chr1:1044440-1044864,non-NMD rescued,7e-04,3e-04,0.1497,0.1187,TRUE,TRUE,non-NMD rescued,AGRN,ENSG00000188157.15,ENSG00000188157
chr1:1044987-1045161,non-NMD rescued,9e-04,0.002,0.2896,0.3776,TRUE,TRUE,NMD rescued,AGRN,ENSG00000188157.15,ENSG00000188157
chr1:1044988-1045160,non-NMD rescued,9e-04,4e-04,0.1571,0.114,TRUE,TRUE,non-NMD rescued,AGRN,ENSG00000188157.15,ENSG00000188157
chr7:39772430-39779271,NMD rescued,0.0333,0.0378,0.0554,0.1585,FALSE,TRUE,Dark cryptic,LINC00265,ENSG00000188185.13,ENSG00000188185
chr9:20978454-20979726,NMD rescued,0.0073,0.0414,0.0028,0.1058,FALSE,TRUE,Dark cryptic,FOCAD,ENSG00000188352.12,ENSG00000188352
chr9:20957617-20976420,non-NMD rescued,0.0081,0.0267,0.0271,0.1002,FALSE,TRUE,Dark cryptic,FOCAD,ENSG00000188352.12,ENSG00000188352
chr9:20979820-20981426,non-NMD rescued,0.0314,0.0358,0.0404,0.1147,FALSE,TRUE,Dark cryptic,FOCAD,ENSG00000188352.12,ENSG00000188352
chr3:195960086-195963292,non-NMD rescued,0.0167,0.0371,0.0629,0.1314,FALSE,TRUE,Dark cryptic,SDHAP1,ENSG00000185485.14,ENSG00000185485
chr20:43514776-43528657,non-NMD rescued,0.0417,0.0044,0.0904,0.1778,FALSE,TRUE,Dark cryptic,L3MBTL1,ENSG00000185513.17,ENSG00000185513
chr20:43514776-43528657,non-NMD rescued,0.0417,0.0044,0.0904,0.1778,FALSE,TRUE,Dark cryptic,RP1-138B7.8,ENSG00000288000.1,ENSG00000288000
chr20:43515415-43528657,NMD rescued,0.0417,0.0044,0.2896,0.5035,TRUE,TRUE,NMD rescued,L3MBTL1,ENSG00000185513.17,ENSG00000185513
chr20:43515415-43528657,NMD rescued,0.0417,0.0044,0.2896,0.5035,TRUE,TRUE,NMD rescued,RP1-138B7.8,ENSG00000288000.1,ENSG00000288000
chr1:946287-946401,non-NMD rescued,0.0189,0.0462,0.0089,0.1008,FALSE,TRUE,Dark cryptic,NOC2L,ENSG00000188976.11,ENSG00000188976
chrX:153705101-153715542,NMD rescued,0.0077,0.024,0.0086,0.1089,FALSE,TRUE,Dark cryptic,BCAP31,ENSG00000185825.17,ENSG00000185825
chr22:19802216-19812285,non-NMD rescued,0.0257,0.0286,0.1646,0.1604,TRUE,TRUE,non-NMD rescued,GNB1L,ENSG00000185838.14,ENSG00000185838
chr22:19824077-19854443,non-NMD rescued,0.0068,0.0015,0.375,0.3253,TRUE,TRUE,non-NMD rescued,GNB1L,ENSG00000185838.14,ENSG00000185838
chr22:19821375-19824019,non-NMD rescued,0.0131,0.0021,0.1836,0.1138,TRUE,TRUE,non-NMD rescued,GNB1L,ENSG00000185838.14,ENSG00000185838
chr22:19821375-19823987,NMD rescued,0.0131,0.0021,0.2122,0.3298,TRUE,TRUE,NMD rescued,GNB1L,ENSG00000185838.14,ENSG00000185838
chr19:36572392-36573043,NMD rescued,0.0136,0.0194,0.7871,0.927,TRUE,TRUE,NMD rescued,ZNF529,ENSG00000186020.13,ENSG00000186020
chr19:36556197-36573043,non-NMD rescued,0.0132,0.0066,0.13,0.1491,TRUE,TRUE,non-NMD rescued,ZNF529,ENSG00000186020.13,ENSG00000186020
chr9:127424910-127428552,non-NMD rescued,0.0218,0.0476,0.2848,0.1522,TRUE,TRUE,non-NMD rescued,ZNF79,ENSG00000196152.10,ENSG00000196152
chr2:11580832-11588746,non-NMD rescued,0.0027,0.029,0.2864,0.3703,TRUE,TRUE,NMD rescued,GREB1,ENSG00000196208.14,ENSG00000196208
chr2:11580832-11588746,NMD rescued,0.0059,0.0393,0.3711,0.5321,TRUE,TRUE,NMD rescued,GREB1,ENSG00000196208.14,ENSG00000196208
chr2:119340361-119366790,NMD rescued,0.0159,0.0364,0.1033,0.233,TRUE,TRUE,NMD rescued,C2orf76,ENSG00000186132.15,ENSG00000186132
chr11:58616815-58616993,non-NMD rescued,0.002,3e-04,0.3901,0.2116,TRUE,TRUE,non-NMD rescued,ZFP91,ENSG00000186660.15,ENSG00000186660
chr11:58616815-58616993,non-NMD rescued,0.002,3e-04,0.3901,0.2116,TRUE,TRUE,non-NMD rescued,ZFP91-CNTF,ENSG00000255073.8,ENSG00000255073
chr11:58617054-58617196,non-NMD rescued,0.0029,4e-04,0.255,0.1596,TRUE,TRUE,non-NMD rescued,ZFP91,ENSG00000186660.15,ENSG00000186660
chr11:58617054-58617196,non-NMD rescued,0.0029,4e-04,0.255,0.1596,TRUE,TRUE,non-NMD rescued,ZFP91-CNTF,ENSG00000255073.8,ENSG00000255073
chrX:57120634-57121238,non-NMD rescued,0.0119,0.0014,0.1286,0.1189,TRUE,TRUE,non-NMD rescued,SPIN2B,ENSG00000186787.10,ENSG00000186787
chr12:113277035-113278189,NMD rescued,0.0192,0.0175,0.0037,0.132,FALSE,TRUE,Dark cryptic,TPCN1,ENSG00000186815.13,ENSG00000186815
chr19:11947307-11948276,non-NMD rescued,0.0172,0.0243,0.0411,0.1375,FALSE,TRUE,Dark cryptic,ZNF700,ENSG00000196757.8,ENSG00000196757
chr9:126409288-126421854,non-NMD rescued,0.0059,0.0024,0.0714,0.1213,FALSE,TRUE,non-NMD rescued,MVB12B,ENSG00000196814.15,ENSG00000196814
chr9:93658236-93660192,non-NMD rescued,0.0221,0.0222,0.0264,0.1255,FALSE,TRUE,Dark cryptic,PHF2,ENSG00000197724.11,ENSG00000197724
chr9:93660560-93661348,non-NMD rescued,0.0026,4e-04,0.7246,0.6199,TRUE,TRUE,non-NMD rescued,PHF2,ENSG00000197724.11,ENSG00000197724
chr9:93661646-93662907,NMD rescued,0.0034,5e-04,0.0062,0.1697,FALSE,TRUE,Dark cryptic,PHF2,ENSG00000197724.11,ENSG00000197724
chr9:93661647-93662906,non-NMD rescued,0.0034,5e-04,0.3649,0.2142,TRUE,TRUE,non-NMD rescued,PHF2,ENSG00000197724.11,ENSG00000197724
chr4:82939962-82978883,non-NMD rescued,0.0383,0.0265,0.0255,0.1028,FALSE,TRUE,Dark cryptic,LIN54,ENSG00000189308.11,ENSG00000189308
chr5:95530229-95540690,non-NMD rescued,0.0052,0.0209,0.0107,0.1007,FALSE,TRUE,Dark cryptic,TTC37,ENSG00000198677.12,ENSG00000198677
chr15:30922354-30928553,NMD rescued,0.0238,0.0404,0.0037,0.1407,FALSE,TRUE,Dark cryptic,FAN1,ENSG00000198690.10,ENSG00000198690
chr19:11463662-11466172,NMD rescued,7e-04,7e-04,0.8184,0.9558,TRUE,TRUE,NMD rescued,ELAVL3,ENSG00000196361.10,ENSG00000196361
chr19:11458611-11463496,NMD rescued,7e-04,2e-04,0.8169,0.9473,TRUE,TRUE,NMD rescued,ELAVL3,ENSG00000196361.10,ENSG00000196361
chr7:98881250-98881695,non-NMD rescued,0.0066,5e-04,0.5061,0.2123,TRUE,TRUE,non-NMD rescued,TRRAP,ENSG00000196367.14,ENSG00000196367
chr7:99012646-99013597,NMD rescued,0.037,0.0313,0.0567,0.1754,FALSE,TRUE,Dark cryptic,TRRAP,ENSG00000196367.14,ENSG00000196367
chr7:98881736-98881975,non-NMD rescued,0.0066,5e-04,0.4157,0.1788,TRUE,TRUE,non-NMD rescued,TRRAP,ENSG00000196367.14,ENSG00000196367
chr17:29131442-29165942,non-NMD rescued,0.0123,0.0022,0.3955,0.3028,TRUE,TRUE,non-NMD rescued,MYO18A,ENSG00000196535.17,ENSG00000196535
chr17:29122253-29131383,non-NMD rescued,0.0035,7e-04,0.2954,0.1912,TRUE,TRUE,non-NMD rescued,MYO18A,ENSG00000196535.17,ENSG00000196535
chr20:47681096-47682994,NMD rescued,0.0121,0.0127,0.0035,0.123,FALSE,TRUE,Dark cryptic,SULF2,ENSG00000196562.14,ENSG00000196562
chr20:63962781-63963342,NMD rescued,0.0097,0.0156,0.0017,0.3361,FALSE,TRUE,Dark cryptic,ZNF512B,ENSG00000196700.9,ENSG00000196700
chr6:116681338-116681493,non-NMD rescued,0.0303,0.0302,0.0821,0.1002,FALSE,TRUE,non-NMD rescued,KPNA5,ENSG00000196911.11,ENSG00000196911
chr6:116689453-116692293,NMD rescued,0.0172,0.0245,0.0037,0.1229,FALSE,TRUE,Dark cryptic,KPNA5,ENSG00000196911.11,ENSG00000196911
chr6:116704363-116705072,NMD rescued,0.0357,0.0295,0.0028,0.1077,FALSE,TRUE,Dark cryptic,KPNA5,ENSG00000196911.11,ENSG00000196911
chr6:160060785-160061503,NMD rescued,0.0022,5e-04,0.0194,0.2424,FALSE,TRUE,Dark cryptic,IGF2R,ENSG00000197081.16,ENSG00000197081
chr20:63708979-63732003,NMD rescued,0.0024,5e-04,0.0903,0.305,FALSE,TRUE,Dark cryptic,ZGPAT,ENSG00000197114.12,ENSG00000197114
chr20:63708979-63732003,NMD rescued,0.0024,5e-04,0.0903,0.305,FALSE,TRUE,Dark cryptic,RP4-583P15.15,ENSG00000273154.3,ENSG00000273154
chr20:63709164-63732003,non-NMD rescued,0.0024,5e-04,0.7713,0.6234,TRUE,TRUE,non-NMD rescued,ZGPAT,ENSG00000197114.12,ENSG00000197114
chr20:63709164-63732003,non-NMD rescued,0.0024,5e-04,0.7713,0.6234,TRUE,TRUE,non-NMD rescued,RP4-583P15.15,ENSG00000273154.3,ENSG00000273154
chr20:63732045-63733219,NMD rescued,0.0032,7e-04,0.7748,0.9055,TRUE,TRUE,NMD rescued,ZGPAT,ENSG00000197114.12,ENSG00000197114
chr20:63732045-63733219,NMD rescued,0.0032,7e-04,0.7748,0.9055,TRUE,TRUE,NMD rescued,RP4-583P15.15,ENSG00000273154.3,ENSG00000273154
chr20:37386477-37387431,non-NMD rescued,0.0028,0.0236,0.0541,0.1041,FALSE,TRUE,non-NMD rescued,SRC,ENSG00000197122.12,ENSG00000197122
chr19:22052635-22073469,non-NMD rescued,0.0218,0.0464,0.0775,0.152,FALSE,TRUE,Dark cryptic,ZNF257,ENSG00000197134.13,ENSG00000197134
chr19:23660366-23662114,non-NMD rescued,0.0041,0.0462,0.0556,0.1535,FALSE,TRUE,Dark cryptic,ZNF675,ENSG00000197372.10,ENSG00000197372
chr2:96853604-96857888,non-NMD rescued,0.0106,0.0034,0.0396,0.1293,FALSE,TRUE,Dark cryptic,ANKRD39,ENSG00000213337.9,ENSG00000213337
chr11:65647611-65649262,non-NMD rescued,0.0061,0.0447,0.095,0.1109,FALSE,TRUE,non-NMD rescued,SIPA1,ENSG00000213445.10,ENSG00000213445
chr4:3177387-3180515,NMD rescued,0.0081,0.0033,0.0018,0.3492,FALSE,TRUE,Dark cryptic,HTT,ENSG00000197386.14,ENSG00000197386
chr15:52407399-52410333,NMD rescued,0.0175,0.0482,0.0018,0.106,FALSE,TRUE,Dark cryptic,MYO5A,ENSG00000197535.15,ENSG00000197535
chr3:11342279-11358418,NMD rescued,0.0047,0.0383,0.0829,0.1856,FALSE,TRUE,Dark cryptic,ATG7,ENSG00000197548.12,ENSG00000197548
chr3:11364734-11366436,NMD rescued,0.0038,0.0037,0.0431,0.1624,FALSE,TRUE,Dark cryptic,ATG7,ENSG00000197548.12,ENSG00000197548
chrX:47895940-47979943,non-NMD rescued,0.018,0.0015,0.0362,0.1091,FALSE,TRUE,Dark cryptic,ZNF81,ENSG00000197779.15,ENSG00000197779
chr9:133538424-133540598,NMD rescued,0.0212,0.0365,0.0129,0.1373,FALSE,TRUE,Dark cryptic,ADAMTSL2,ENSG00000197859.11,ENSG00000197859
chr17:1472228-1474812,non-NMD rescued,0.0046,0.009,0.0661,0.1369,FALSE,TRUE,Dark cryptic,MYO1C,ENSG00000197879.17,ENSG00000197879
chr8:29127268-29128576,NMD rescued,0.0059,0.0487,0.0159,0.1261,FALSE,TRUE,Dark cryptic,KIF13B,ENSG00000197892.13,ENSG00000197892
chr15:82432004-82432817,non-NMD rescued,0.0145,0.0252,0.0415,0.132,FALSE,TRUE,Dark cryptic,GOLGA6L9,ENSG00000197978.9,ENSG00000197978
chr15:82432004-82432817,non-NMD rescued,0.0145,0.0252,0.0415,0.132,FALSE,TRUE,Dark cryptic,RP11-152F13.8,ENSG00000278202.1,ENSG00000278202
chr5:131677872-131698917,non-NMD rescued,0.0333,0.0352,0.0978,0.1277,FALSE,TRUE,non-NMD rescued,FNIP1,ENSG00000217128.12,ENSG00000217128
chr7:102751801-102754598,non-NMD rescued,0.0303,0.0445,0.0573,0.1243,FALSE,TRUE,Dark cryptic,FAM185A,ENSG00000222011.9,ENSG00000222011
chr19:56462429-56474012,NMD rescued,0.0086,0.0355,0.0857,0.19,FALSE,TRUE,Dark cryptic,ZNF667,ENSG00000198046.12,ENSG00000198046
chr22:31613530-31614789,non-NMD rescued,0.0417,0.0305,0.0616,0.1518,FALSE,TRUE,Dark cryptic,SFI1,ENSG00000198089.16,ENSG00000198089
chr11:3403652-3404833,non-NMD rescued,0.0489,0.0365,0.1503,0.1421,TRUE,TRUE,non-NMD rescued,TSSC2,ENSG00000223756.7,ENSG00000223756
chr8:61503509-61518032,non-NMD rescued,0.0072,0.0193,0.0663,0.1177,FALSE,TRUE,Dark cryptic,ASPH,ENSG00000198363.18,ENSG00000198363
chr19:56406447-56407026,NMD rescued,0.0079,0.0316,0.0685,0.3123,FALSE,TRUE,Dark cryptic,ZNF583,ENSG00000198440.9,ENSG00000198440
chr1:211479327-211480688,NMD rescued,0.0021,0.0014,0.0765,0.4552,FALSE,TRUE,Dark cryptic,RD3,ENSG00000198570.7,ENSG00000198570
chr19:30549514-30556566,non-NMD rescued,0.0031,0.0209,0.0682,0.1088,FALSE,TRUE,non-NMD rescued,ZNF536,ENSG00000198597.9,ENSG00000198597
chr9:33536945-33539452,NMD rescued,0.0152,0.0172,0.0062,0.1092,FALSE,TRUE,Dark cryptic,ANKRD18B,ENSG00000230453.9,ENSG00000230453
chr7:99033039-99039943,non-NMD rescued,0.0042,0.0428,0.09,0.1313,FALSE,TRUE,non-NMD rescued,SMURF1,ENSG00000198742.10,ENSG00000198742
chr1:201889616-201890316,non-NMD rescued,0.009,0.0233,0.0441,0.1362,FALSE,TRUE,Dark cryptic,SHISA4,ENSG00000198892.7,ENSG00000198892
chr22:41899553-41900330,NMD rescued,0.0113,0.0179,0.0025,0.1071,FALSE,TRUE,Dark cryptic,SREBF2,ENSG00000198911.12,ENSG00000198911
chr17:6580975-6589779,non-NMD rescued,0.0128,8e-04,0.4867,0.4627,TRUE,TRUE,non-NMD rescued,KIAA0753,ENSG00000198920.11,ENSG00000198920
chr17:6579864-6580932,non-NMD rescued,0.0192,0.0012,0.5566,0.4718,TRUE,TRUE,non-NMD rescued,KIAA0753,ENSG00000198920.11,ENSG00000198920
chr15:64855037-64856194,NMD rescued,0.0055,9e-04,0.0234,0.1517,FALSE,TRUE,Dark cryptic,PLEKHO2,ENSG00000241839.10,ENSG00000241839
chr15:64855037-64856194,NMD rescued,0.0055,9e-04,0.0234,0.1517,FALSE,TRUE,Dark cryptic,AC069368.3,ENSG00000249240.2,ENSG00000249240
chr15:64856353-64859894,NMD rescued,0.0055,9e-04,0.0218,0.2297,FALSE,TRUE,Dark cryptic,PLEKHO2,ENSG00000241839.10,ENSG00000241839
chr15:64856353-64859894,NMD rescued,0.0055,9e-04,0.0218,0.2297,FALSE,TRUE,Dark cryptic,AC069368.3,ENSG00000249240.2,ENSG00000249240
chr10:110812947-110816641,non-NMD rescued,0.0083,0.0492,0.0241,0.1144,FALSE,TRUE,Dark cryptic,RBM20,ENSG00000203867.8,ENSG00000203867
chr3:186104572-186105305,NMD rescued,0.0011,0.0028,0.3135,0.5775,TRUE,TRUE,NMD rescued,ETV5,ENSG00000244405.8,ENSG00000244405
chr5:127992633-128061144,non-NMD rescued,0.0023,6e-04,0.077,0.1172,FALSE,TRUE,non-NMD rescued,LINC01184,ENSG00000245937.8,ENSG00000245937
chr5:127966928-127992469,non-NMD rescued,0.0038,9e-04,0.1901,0.1545,TRUE,TRUE,non-NMD rescued,LINC01184,ENSG00000245937.8,ENSG00000245937
chr1:63523619-63525572,non-NMD rescued,0.0105,0.0438,0.0563,0.112,FALSE,TRUE,Dark cryptic,EFCAB7,ENSG00000203965.13,ENSG00000203965
