dox0_sh,paste_into_igv_junction,dox0125,dox0187,dox021,dox025,dox075,timing_shsy5y,max_psi_sh,dox0_be2,dox002,dox003,dox004,dox005,dox0075,dox01,dox1,timing_be2,max_psi_be2,junction_for_clustering,gene,strand,junction_cat,cryptic,ID_exon,UMAP_1_together,UMAP_2_together,cluster_together,UMAP_1_sh,UMAP_2_sh,cluster_sh,UMAP_1_be2,UMAP_2_be2,cluster_be2,last_exon
NA,chr9:93661647-93662906,NA,NA,NA,NA,NA,Late,NA,0,0,0,0,0,0,0,0.177,Late,Bottom,no,PHF2,+,novel_donor,yes,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.16,chr11:118644174-118644647,0.16,0.344,0.344,0.359,0.496,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PHLDB1,+,acceptor,no,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.002,chr19:14446561-14450088,0.002,0.141,0.148,0.229,0.252,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PKN1,+,acceptor,yes,306,0.638754563,-5.542800273,8,1.330858889,-0.766359875,5,NA,NA,NA,FALSE
0.038,chr19:43667691-43668277,0.038,0.038,0.038,0.038,0.252,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PLAUR,-,donor,no,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.041,chr2:218622228-218622647,0.041,0.041,0.041,0.041,0.203,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PLCD4,+,donor,no,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.145,chr10:122427031-122428276,0.145,0.45,0.451,0.404,0.485,Early,Medium,0.199,0.199,0.365,0.375,0.41,0.46,0.46,0.44,Early,Bottom,yes,PLEKHA1,+,annotated,no,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.085,chr10:122428316-122429624,0.199,0.328,0.325,0.277,0.342,Early,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,Early,NA,no,PLEKHA1,+,donor,no,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.011,chr17:64786724-64787112,0.011,0.011,0.011,0.011,0.178,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PLEKHM1P1,-,donor,yes,310,9.007096199,-3.723778716,2,-1.466565887,-5.549705926,1,NA,NA,NA,FALSE
0.168,chr1:15719920-15721329,0.168,0.252,0.252,0.276,0.44,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PLEKHM2,+,acceptor,no,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.151,chr1:15721388-15725317,0.151,0.151,0.151,0.151,0.395,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,PLEKHM2,+,donor,no,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr17:7392978-7393467,NA,NA,NA,NA,NA,NA,NA,0.008,0.008,0.008,0.005,0.008,0.008,0.008,0.193,Late,Bottom,yes,PLSCR3,-,ambig_gene,yes,312,1.874277639,2.088789348,5,NA,NA,NA,3.549165582,-4.988998388,5,FALSE
0.656,chr6:99403882-99404603,0.656,0.656,0.656,0.656,0.91,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PNISR,-,acceptor,no,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.148,chr22:42599793-42602770,0.309,0.814,0.795,0.957,0.993,Earli,Top,0.272,0.592,0.837,0.971,0.986,0.986,0.985,0.985,Earli,Top,yes,POLDIP3,-,skip,no,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.005,chr10:101584919-101587246,0.106,0.106,0.106,0.106,0.162,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,POLL,-,skip,yes,315,0.459536591,-5.413514754,8,1.569979585,-1.200124954,5,NA,NA,NA,FALSE
0.035,chrX:48512719-48514127,0.218,0.218,0.218,0.218,0.365,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PORCN,+,skip,yes,316,-2.29782572,-6.622907915,7,2.78090224,0.646053964,2,NA,NA,NA,FALSE
NA,chr19:49146005-49146166,NA,NA,NA,NA,NA,NA,NA,0.459,0.459,0.459,0.459,0.459,0.459,0.682,0.814,Late,Medium,yes,PPFIA3,+,annotated,no,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.118,chr12:27677096-27679489,0.356,0.595,0.691,0.794,0.794,Earli,Top,0.119,0.351,0.527,0.668,0.668,0.704,0.718,0.804,Earli,Top,yes,PPFIBP1,+,annotated,no,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.112,chr12:27676599-27677064,0.356,0.569,0.659,0.77,0.77,Earli,Top,0.099,0.333,0.487,0.635,0.635,0.686,0.687,0.754,Earli,Top,no,PPFIBP1,+,annotated,no,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr1:39522505-39523562,NA,NA,NA,NA,NA,NA,NA,0.455,0.455,0.455,0.736,0.736,0.725,0.731,0.849,Early,Medium,yes,PPIEL,-,annotated,no,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.19,chr5:103187376-103190842,0.19,0.19,0.19,0.19,0.438,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PPIP5K2,+,donor,no,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.396,chr17:76543121-76543803,0.768,0.887,0.908,0.942,0.981,Earli,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PRCD,+,acceptor,no,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.002,chr18:12430293-12431149,0.002,0.168,0.25,0.484,0.635,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PRELID3A,+,donor,yes,322,-6.219805995,-7.710849619,1,0.975680177,4.219373833,4,NA,NA,NA,FALSE
0.002,chr18:12430292-12431150,0.002,0.207,0.398,0.398,0.358,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,PRELID3A,+,donor,yes,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.004,chr7:716846-727210,0.004,0.004,0.004,0.004,0.292,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PRKAR1B,-,acceptor,yes,323,6.326417589,-3.170505155,2,-2.194146904,-3.679825006,1,NA,NA,NA,FALSE
0.011,chr5:120672228-120685954,0.011,0.011,0.098,0.142,0.283,Intermediate,Medium,0.049,0.049,0.049,0.049,0.049,0.281,0.417,0.417,Late,Medium,yes,PRR16,+,novel_donor,yes,324,-1.261209137,3.335605679,4,-0.290691513,-1.4703417,5,-1.490835121,-1.844122877,2,FALSE
0.107,chr5:120618565-120672016,0.107,0.107,0.107,0.326,0.857,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,Late,NA,no,PRR16,+,acceptor,yes,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr5:120464645-120672016,NA,NA,NA,NA,NA,Intermediate,NA,0.029,0.029,0.029,0.029,0.029,0.029,0.188,0.293,Late,Bottom,no,PRR16,+,novel_acceptor,yes,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.184,chr7:128360063-128361306,0.184,0.184,0.184,0.267,0.518,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PRRT4,-,donor,no,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr9:76638288-76641790,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.258,0.382,0.469,0.43,0.503,Early,Top,yes,PRUNE2,-,novel_donor,yes,326,-1.240482076,9.438040004,9,NA,NA,NA,-1.386507218,1.050863916,4,FALSE
NA,chr9:76638289-76641789,NA,NA,NA,NA,NA,NA,NA,0.031,0.031,0.031,0.183,0.184,0.164,0.296,0.262,Early,Bottom,no,PRUNE2,-,novel_donor,yes,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.738,chr10:71822007-71823888,0.738,0.738,0.738,0.738,0.966,Late,Bottom,0.251,0.251,0.251,0.251,0.251,0.251,0.455,0.53,Late,Medium,yes,PSAP,-,annotated,no,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.621,chr10:71823896-71825837,0.621,0.621,0.621,0.621,0.836,Late,Bottom,0.22,0.22,0.22,0.22,0.22,0.22,0.393,0.443,Late,Bottom,no,PSAP,-,annotated,no,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.004,chr10:102418046-102418701,0.004,0.096,0.184,0.322,0.612,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PSD,-,acceptor,yes,328,-6.211387552,-8.016210491,1,-0.110755911,1.06343201,5,NA,NA,NA,FALSE
0.007,chr16:57173869-57185736,0.007,0.007,0.007,0.007,0.353,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PSME3IP1,-,donor,yes,329,5.776556954,-3.158168306,2,-2.744523095,-2.803145212,1,NA,NA,NA,FALSE
NA,chr4:86753065-86758260,NA,NA,NA,NA,NA,NA,NA,0.412,0.412,0.412,0.412,0.627,0.627,0.627,0.67,Intermediate,Bottom,yes,PTPN13,+,annotated,no,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr4:86751124-86753009,NA,NA,NA,NA,NA,NA,NA,0.388,0.388,0.388,0.388,0.599,0.599,0.599,0.655,Intermediate,Bottom,no,PTPN13,+,annotated,no,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr1:43592601-43598720,NA,NA,NA,NA,NA,NA,NA,0.438,0.438,0.438,0.646,0.667,0.681,0.694,0.765,Early,Medium,yes,PTPRF,+,skip,no,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.049,chr18:7946977-7949181,0.049,0.049,0.049,0.049,0.424,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PTPRM,+,donor,yes,332,4.860640602,-3.429862274,2,-2.838898323,-2.198834238,1,NA,NA,NA,FALSE
0.48,chr2:219297433-219297885,0.48,0.48,0.48,0.48,0.738,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,PTPRN,-,donor,no,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr19:5222220-5222689,NA,NA,NA,NA,NA,NA,NA,0.129,0.129,0.129,0.129,0.335,0.335,0.357,0.331,Intermediate,Bottom,yes,PTPRS,-,annotated,no,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr19:5231615-5238919,NA,NA,NA,NA,NA,NA,NA,0.151,0.151,0.151,0.151,0.151,0.151,0.343,0.366,Late,Bottom,yes,PTPRS,-,annotated,no,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr5:160105676-160108545,NA,NA,NA,NA,NA,NA,NA,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.27,Late,Bottom,yes,PWWP2A,-,novel_acceptor,yes,336,1.981063856,2.02034124,5,NA,NA,NA,3.502743814,-5.553254059,5,FALSE
0,chr2:1649675-1650800,0,0.125,0.207,0.388,0.612,Intermediate,Top,0.002,0.002,0.002,0.002,0.199,0.314,0.273,0.351,Intermediate,Medium,yes,PXDN,-,novel_donor,yes,337,-2.505657117,3.646090797,4,0.733295624,3.944831434,4,-1.309672319,-1.336760433,2,FALSE
0.003,chr2:1650886-1653628,0.003,0.109,0.192,0.301,0.516,Intermediate,Top,0.003,0.003,0.003,0.003,0.233,0.294,0.257,0.36,Intermediate,Medium,no,PXDN,-,novel_acceptor,yes,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.017,chr13:110524197-110541889,0.017,0.315,0.315,0.681,0.931,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RAB20,-,donor,yes,338,-6.484186173,-7.129639462,1,0.988107623,5.537050596,4,NA,NA,NA,FALSE
0.047,chr13:110542022-110561348,0.047,0.047,0.047,0.047,0.872,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,RAB20,-,acceptor,yes,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.001,chr22:20122421-20122580,0.001,0.001,0.001,0.123,0.48,Intermediate,Top,0.008,0.008,0.008,0.008,0.262,0.381,0.378,0.437,Intermediate,Top,yes,RANBP1,+,annotated,yes,339,-1.665689205,3.240563029,4,-3.127663371,-2.014375599,1,-2.033485879,-1.02795189,2,FALSE
NA,chr22:20118314-20119012,NA,NA,NA,NA,NA,NA,NA,0.016,0.016,0.016,0.016,0.016,0.016,0.206,0.174,Late,Bottom,yes,RANBP1,+,novel_exon_skip,yes,340,1.239485597,2.826115304,5,NA,NA,NA,2.592933561,-3.907972231,3,FALSE
0.004,chr22:20122697-20125308,0.004,0.004,0.004,0.004,0.422,Intermediate,Top,0.01,0.01,0.01,0.01,0.219,0.336,0.39,0.376,Intermediate,Medium,no,RANBP1,+,annotated,yes,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.001,chr1:21598502-21598723,0.001,0.234,0.234,0.22,0.592,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RAP1GAP,-,donor,yes,341,-6.623002738,-8.441953298,1,1.490541521,1.511145423,2,NA,NA,NA,FALSE
0.001,chr1:21598820-21599494,0.001,0.141,0.141,0.234,0.391,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,RAP1GAP,-,acceptor,yes,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.554,chr17:40178381-40181616,0.554,0.759,0.742,0.741,0.932,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RAPGEFL1,+,donor,no,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr13:113992184-113992485,NA,NA,NA,NA,NA,NA,NA,0.001,0.001,0.001,0.001,0.001,0.001,0.077,0.152,Late,Bottom,yes,RASA3,-,novel_acceptor,yes,343,1.719132333,2.301149675,5,NA,NA,NA,3.537599094,-4.823436974,5,FALSE
0.502,chr20:419731-420871,0.502,0.502,0.502,0.658,0.777,Intermediate,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RBCK1,+,acceptor,no,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.696,chr8:85214631-85214921,0.696,0.696,0.696,0.696,0.902,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RBIS,-,donor,no,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.479,chrX:107113468-107115352,0.479,0.652,0.652,0.652,0.899,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RBM41,-,acceptor,no,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.506,chrX:107088839-107113397,0.506,0.506,0.506,0.506,0.847,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,RBM41,-,donor,no,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr3:29616479-29617621,NA,NA,NA,NA,NA,NA,NA,0.177,0.177,0.177,0.177,0.177,0.411,0.454,0.577,Late,Medium,yes,RBMS3-AS2,-,novel_donor,no,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr3:15096710-15099035,NA,NA,NA,NA,NA,NA,NA,0.488,0.488,0.94,0.971,0.932,0.955,0.975,0.973,Earli,Top,yes,RBSN,-,skip,no,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.135,chr1:211482314-211483119,0.135,0.44,0.467,0.573,0.531,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RD3,-,acceptor,no,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.323,chr1:211483451-211491768,0.323,0.323,0.483,0.567,0.712,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,RD3,-,acceptor,no,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.054,chr1:211481429-211482271,0.054,0.182,0.2,0.251,0.312,Early,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,RD3,-,donor,no,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.328,chr17:35922675-35924604,0.328,0.328,0.575,0.709,0.974,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RDM1,-,donor,no,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.219,chr19:1496453-1496591,0.219,0.673,0.77,0.922,0.993,Earli,Top,0.105,0.105,0.419,0.791,0.929,0.996,0.985,0.994,Earli,Top,yes,REEP6,+,annotated,no,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.264,chr19:1496671-1497174,0.264,0.681,0.819,0.931,0.995,Earli,Top,0.095,0.095,0.39,0.793,0.932,0.995,0.986,0.995,Earli,Top,no,REEP6,+,annotated,no,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.002,chr4:37631523-37632552,0.002,0.002,0.002,0.002,0.25,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RELL1,-,donor,yes,352,7.534500996,-3.385402925,2,-1.776247475,-4.439756819,1,NA,NA,NA,FALSE
0.358,chr12:130428337-130434734,0.358,0.358,0.496,0.534,0.686,Intermediate,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RIMBP2,-,skip,no,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr8:104148848-104244916,NA,NA,NA,NA,NA,NA,NA,0.505,0.505,0.505,0.505,0.505,0.505,0.707,0.733,Late,Bottom,yes,RIMS2,+,annotated,no,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.02,chr1:145784596-145788612,0.02,0.219,0.217,0.217,0.383,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RNF115,-,donor,yes,355,-6.586432052,-8.613889952,1,1.737574666,1.255517318,2,NA,NA,NA,FALSE
0.031,chr1:145788802-145788908,0.031,0.031,0.031,0.031,0.308,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,RNF115,-,acceptor,yes,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.001,chr2:7030215-7045356,0.001,0.001,0.06,0.07,0.279,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RNF144A,+,skip,yes,356,5.695109256,-4.458282412,6,-1.236250695,-2.493681983,5,NA,NA,NA,FALSE
NA,chr12:116779348-116788636,NA,NA,NA,NA,NA,NA,NA,0.001,0.001,0.001,0.309,0.355,0.58,0.58,0.68,Early,Top,yes,RNFT2,+,novel_acceptor,yes,357,-1.626423829,9.394501518,9,NA,NA,NA,-1.352632414,1.942982336,4,FALSE
NA,chr3:78646190-78647629,NA,NA,NA,NA,NA,NA,NA,0.616,0.616,0.616,0.816,0.816,0.823,0.838,0.87,Early,Bottom,yes,ROBO1,-,annotated,no,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr3:78647655-78651732,NA,NA,NA,NA,NA,NA,NA,0.578,0.578,0.578,0.799,0.785,0.8,0.808,0.846,Early,Bottom,no,ROBO1,-,annotated,no,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.003,chr16:53623000-53636439,0.003,0.003,0.071,0.071,0.343,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RPGRIP1L,-,acceptor,yes,359,5.506084227,-4.229501231,6,-1.521933395,-2.197501984,5,NA,NA,NA,FALSE
0.001,chr17:80892869-80908811,0.001,0.001,0.001,0.001,0.232,Late,Bottom,0.002,0.002,0.002,0.002,0.002,0.354,0.483,0.5,Late,Top,yes,RPTOR,+,novel_exon_skip,yes,360,-0.990184902,3.309053443,4,-1.643688179,-4.791561791,1,-1.758569636,-1.851363321,2,FALSE
0.001,chr11:77813787-77820528,0.001,0.001,0.001,0.197,0.221,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RSF1,-,acceptor,yes,361,5.611062282,-5.059452479,6,-0.485999565,-2.226012652,5,NA,NA,NA,TRUE
0.002,chr19:12829997-12830612,0.002,0.002,0.002,0.002,0.287,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RTBDN,-,donor,yes,362,6.364778495,-3.164873077,2,-2.121790601,-3.714161121,1,NA,NA,NA,FALSE
NA,chr10:68376972-68379424,NA,NA,NA,NA,NA,NA,NA,0.499,0.499,0.608,0.799,0.799,0.765,0.762,0.781,Early,Medium,yes,RUFY2,-,annotated,no,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.279,chr4:70789592-70793785,0.279,0.538,0.55,0.515,0.622,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,RUFY3,+,acceptor,no,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.345,chr6:116572985-116574058,0.345,0.882,0.882,0.893,0.958,Earli,Top,0.645,0.645,0.92,0.964,0.953,0.946,0.954,0.957,Early,Medium,yes,RWDD1,+,annotated,no,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.099,chr6:116571655-116572858,0.219,0.407,0.423,0.484,0.536,Earli,Top,0.139,0.139,0.374,0.358,0.354,0.376,0.394,0.388,Early,Bottom,no,RWDD1,+,annotated,no,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.11,chr22:50467001-50467338,0.11,0.11,0.223,0.223,0.454,Intermediate,Medium,0.116,0.116,0.116,0.116,0.321,0.321,0.367,0.431,Intermediate,Medium,yes,SBF1,-,annotated,no,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.064,chr22:50466710-50466978,0.064,0.064,0.064,0.064,0.317,Intermediate,Bottom,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.345,Intermediate,Bottom,no,SBF1,-,annotated,no,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr15:75009940-75011792,NA,NA,NA,NA,NA,NA,NA,0.254,0.254,0.254,0.474,0.505,0.637,0.637,0.669,Early,Medium,yes,SCAMP5,+,annotated,no,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr12:124778586-124782683,NA,NA,NA,NA,NA,NA,NA,0.345,0.345,0.345,0.345,0.588,0.593,0.597,0.709,Intermediate,Medium,yes,SCARB1,-,annotated,no,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr12:124782811-124786357,NA,NA,NA,NA,NA,NA,NA,0.276,0.276,0.276,0.276,0.276,0.276,0.449,0.552,Intermediate,Bottom,no,SCARB1,-,annotated,no,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr3:42553448-42555930,NA,NA,NA,NA,NA,NA,NA,0.538,0.538,0.748,0.755,0.762,0.75,0.771,0.772,Early,Bottom,yes,SEC22C,-,annotated,no,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.024,chr3:50174350-50175096,0.024,0.972,0.972,0.972,0.974,Earli,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SEMA3F,+,acceptor,yes,370,-6.724453418,-6.847235175,1,0.754588082,7.026925175,3,NA,NA,NA,FALSE
NA,chrX:119625379-119629318,NA,NA,NA,NA,NA,NA,NA,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.511,Late,Bottom,yes,SEPTIN6,-,annotated,no,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.01,chr7:45735670-45736787,0.01,0.317,0.331,0.513,0.517,Early,Top,0.031,0.031,0.286,0.449,0.415,0.446,0.473,0.457,Early,Top,yes,SEPTIN7P2,-,novel_acceptor,yes,372,-3.212409616,3.247169193,4,1.336418444,3.764541409,4,-0.246291896,1.491485518,4,FALSE
0.013,chr7:45728313-45735607,0.013,0.276,0.311,0.423,0.439,Early,Top,0.018,0.018,0.273,0.431,0.431,0.431,0.461,0.434,Early,Medium,no,SEPTIN7P2,-,skip,yes,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr11:17846761-17863566,NA,NA,NA,NA,NA,NA,NA,0.033,0.439,0.71,0.84,0.867,0.867,0.867,0.867,Earli,Top,yes,SERGEF,-,novel_combo,no,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.001,chr3:9468615-9470459,0.001,0.214,0.283,0.514,0.557,Early,Top,0.025,0.025,0.025,0.338,0.397,0.498,0.498,0.501,Early,Top,yes,SETD5,+,novel_donor,yes,374,-3.152591553,3.098995482,4,1.179655105,3.883819638,4,-1.197046058,1.4011182,4,FALSE
0.195,chr7:94587812-94588689,0.195,0.195,0.195,0.195,0.543,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SGCE,-,acceptor,no,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.145,chr7:94585515-94587778,0.145,0.145,0.145,0.145,0.443,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,SGCE,-,donor,no,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.139,chr5:172356774-172358773,0.139,0.139,0.139,0.139,0.448,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SH3PXD2B,-,acceptor,no,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.211,chr5:172354005-172356691,0.211,0.211,0.211,0.211,0.482,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,SH3PXD2B,-,donor,no,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.552,chr22:50706152-50711615,0.552,0.833,0.85,0.983,0.995,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SHANK3,+,acceptor,no,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.576,chr22:50711638-50714917,0.576,0.809,0.81,0.984,0.995,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,SHANK3,+,donor,no,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr20:5773043-5773132,NA,NA,NA,NA,NA,NA,NA,0.231,0.231,0.231,0.231,0.231,0.503,0.587,0.646,Late,Medium,yes,SHLD1,+,annotated,no,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.037,chr10:116889279-116901765,0.037,0.037,0.037,0.117,0.34,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,SHTN1,-,acceptor,no,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.066,chr10:116886566-116889094,0.066,0.066,0.066,0.066,0.337,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,SHTN1,-,donor,no,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr19:38008195-38029089,NA,NA,NA,NA,NA,NA,NA,0.033,0.033,0.033,0.362,0.647,0.647,0.647,0.669,Early,Top,yes,SIPA1L3,+,novel_donor,yes,380,-1.92697664,9.282304684,9,NA,NA,NA,-1.319276223,3.070896022,1,FALSE
